normalized_city,year,nyelv,n
Dresden,1853,német,1
Dresden,1854,német,59
Dresden,1874,német,1
Dresden,1875,német,1
Dresden,1876,német,1
Dresden,1881,német,1
Dresden,1883,német,1
Dresden,1885,német,1
Dresden,1887,német,2
Dresden,1892,német,1
Dresden,1894,német,1
Dresden,1898,német,6
Dresden,1901,angol,1
Dresden,1908,német,1
Dresden,1909,német,1
Dresden,1911,német,1
Dresden,1912,német,1
Dresden,1915,német,30
Dresden,1952,német,1
Dresden,"NA",német,1
Dresden−Budapest,1853,német,1
Dresden−Budapest,1854,francia,1
Dresden−Budapest,1854,német,81
Dresden−Budapest,1954,német,1
Dresden−Budapest−Praha,"NA",német,2
Dresden−Leipzig,1854,német,3
"Dresden−Leipzig, 3. Auflage: Prag","NA",német,1
"Dresden−Pest, 3. Ausgabe: Prag","NA",német,1
Dublin,1948,angol,1
Dublin,1951,angol,1
Dublin,1972,angol,3
Düsseldorf,1951,német,1
Düsseldorf,1972,német,1
Düsseldorf−Köln,1966,német,59
"E. R. A. in-8° ""POÉSIES""","E. R. A. in-8° ""POÉSIES""",francia,1
Edinborough,1854,angol,1
Edinborough,1865,angol,1
Edinborough−London,1888,angol,1
Edinborough−London,1894,angol,1
Edinborough−London,1930,angol,1
Edit. of America,1943,angol,1
Edited and translated... by Watson Kirkconnell Winnipeg,1933,angol,1
Einsiedeln,1960,német,1
Eisenstadt,1975,német,1
Eisenstadt,1977,német,1
Elberfeld−Leipzig,1866,német,149
Engels,1935,német,1
Engels,1938,német,2
Englewood Cliffs,1968,angol,3
Erlangen,1871,német,1
Erlangen,1950,német,1
Erste Auflage,1897,német,1
"Estr. da ""Perseveranza"" 31 luglio−11 agosto",1892,olasz,1
"Federation ""A Little Treasury of Hungarian Verse"" p. 33","Federation ""A Little Treasury of Hungarian Verse"" p. 33",angol,1
Filey,1973,angol,2
Firenze,1875,olasz,1
Firenze,1878,olasz,1
Firenze,1931,olasz,2
Firenze,1932,olasz,76
Firenze,1933,olasz,1
Firenze,1934,olasz,1
Firenze,1935,olasz,1
Firenze,1938,olasz,1
Firenze,1943,olasz,53
Firenze,1944,olasz,2
Firenze,1949,olasz,4
Firenze,1951,olasz,176
Firenze,1952,olasz,28
Firenze,1953,olasz,9
Firenze,1955,olasz,7
Firenze,1956,olasz,2
Firenze,1958,olasz,22
Firenze,1961,olasz,1
Firenze,1967,olasz,83
Firenze,1973,olasz,2
Fogărăs,1925,román,1
Foligni,1930,olasz,1
Fönjan,1956,koreai,1
Fönjan,1957,koreai,92
Frankfurt,1848,német,1
Frankfurt,1922,német,1
Frankfurt,1924,német,1
Frankfurt,1925,német,1
Frankfurt,1926,német,6
Frankfurt,1928,német,3
Frankfurt,1929,német,1
Frankfurt,1930,német,1
Frankfurt,1931,német,1
Frankfurt,1934,német,1
Frankfurt,195?,német,1
Frankfurt am Main,1849,német,301
Frankfurt am Main,1891,német,3
Frankfurt am Main,1912,német,1
Frankfurt am Main,1926,német,1
Frankfurt am Main,1927,német,1
Frankfurt am Main,1953,német,1
Frankfurt am Main,1959,német,21
Frankfurt am Main,1960,német,2
Frankfurt am Main,1961,német,4
Frankfurt am Main,1962,német,1
Frankfurt am Main,1963,német,2
Frankfurt am Main,1964,német,2
Frankfurt am Main,1965,német,1
Frankfurt am Main,1966,német,20
Frankfurt am Main,1967,német,26
Frankfurt am Main,1968,német,3
Frankfurt am Main,1969,német,107
Frankfurt am Main,1971,német,1
Frankfurt am Main,1972,német,1
Frankfurt am Main,1976,német,1
Frankfurt am Main,2966,német,1
"Frankfurt, ?",1932,német,1
"Frankfurt, a.M. 19?., ""Südwestdeutsche Rundfunk-Zeitung"" Nr. 43. S. 16","Frankfurt, a.M. 19?., ""Südwestdeutsche Rundfunk-Zeitung"" Nr. 43. S. 16.",német,1
Frederiksborg,1877,dán,1
Frei übersetzt von Edelwild Ohne Zeit- und Ortsangabe,Frei übersetzt von Edelwild (Ohne Zeit- und Ortsangabe),jiddis,1
Frunze,1960,kirgiz,1
Fu Szej-hong ji,(Fu Szej-hong ji),kínai,1
Gand,1947,francia,1
Gaurhati,1973,asszami,7
Gaurhati S 668,1973,asszami,1
Gdańsk,1949,lengyel,2
Gdańsk,1970,lengyel,2
Genf,1857,francia,1
Genf,1861,német,19
Genf,1917,francia,1
Genf,1928,francia,1
Genf,1937,német,1
Genf,1945,francia,6
Genf,1946,francia,10
Genf,1953,francia,1
Genf,1954,francia,1
Genova,1957,olasz,38
Gherla,1910,román,1
Gherla,1911,román,1
Gleichzeitige Ausgabe auch in Berlin,(Gleichzeitige Ausgabe auch in Berlin),német,1
Gorno-Altajsk,1959,altaji,1
Göteborg,1878,svéd,1
Göteborg,1973,svéd,9
Graz,1910,német,1
Graz,1950,német,1
Graz−Wien,1950,német,1
Graz−Wien,1963,német,17
Gródek Jagielloński,1886,lengyel,3
Gródek Jagielloński,1902,lengyel,1
Gródek Jagielloński,1904,lengyel,1
Gródek Jagielloński,1905,lengyel,1
Gródek Jagielloński,1907,lengyel,2
Gródek Jagielloński,1908,lengyel,2
Gródek Jagielloński,1909,lengyel,2
Groningen,1873,holland,1
Grossenhain,1896,német,1
Grosser Bilder-Kalender f. d. Jahr,1895,német,1
Gütersloh,1956,német,1
Gütersloh,1958,német,1
Gütersloh,1960,német,1
Gütersloh,1968,német,1
Gyoma,"NA",angol,1
Győr,1825,német,246
Győr,1902,német,2
Győr,1904,német,1
Győr,1905,német,3
Győr,1909,német,2
Győr,1910,német,1
Győr,1911,német,1
Győr,1912,német,1
Győr,1913,német,1
Győr,1914,horvát,3
Győr,1915,horvát,1
Győr,"NA",német,12
"Győr, ""Kalender der Heiligen Familie für das Jahr",1897,német,1
"Győr, ""Kalender der Heiligen Familie für das Jahr",1900,német,1
"Győr, ""Kalender der Heiligen Familie für das Jahr",1901,német,1
"Győr, ""Kalender der Heiligen Familie für das Jahr",1906,német,1
"Győr, ""Kalender der Heiligen Familie für das Jahr",1907,német,1
"Győr, ""Kalender der Heiligen Fimilie f. d. J",1909,német,1
Haarlem,1894,holland,1
Haarlem,1924,holland,49
Haarlem,"NA",holland,1
"Habana, ?",196?,spanyol,1
Halle,1850,német,35
Halle,1851,német,1
Halle,1854,német,1
Halle,1923,német,1
Halle am Saale,1850,német,1
Halle am Saale,1880,német,1
Halle am Saale,1886,német,2
Halle am Saale,1887,német,2
Halle am Saale,1888,német,23
Halle am Saale,1889,német,1
Halle am Saale,189?,német,1
Halle am Saale,1890,német,1
Halle am Saale,1952,német,1
Halle am Saale,1961,német,1
Halle am Saale,1966,német,6
Halle am Saale,"NA",német,15
"Halle, a. d. S","NA",német,1
"Halle, a. d. Saale","NA",német,1
"Halle, a. S. O. J. ""Ungarische Lyriker""","Halle, a. S. (O. J.) ""Ungarische Lyriker""",német,1
"Halle, a. S. Otto Hendel ""Haek: Ungarische Lyriker""","Halle, a. S. Otto Hendel ""Haek: Ungarische Lyriker""",német,1
"Halle, a. S. Otto Hendel Verlag 16° ""Ungarische Novellenbuch"" III. Baendchen S. 7/16","Halle, a. S. Otto Hendel Verlag 16° ""Ungarische Novellenbuch"" III. Baendchen S. 7/16.",német,1
"Halle, a.S. Otto Hendel ""Ungarisches Novellenbuch Bd. III."" S. 49−56. Bibliothek der Gesamtliteratur de In- und Auslandes Nr. 136","Halle, a.S. Otto Hendel ""Ungarisches Novellenbuch Bd. III."" S. 49−56. (Bibliothek der Gesamtliteratur de In- und Auslandes Nr. 136.)",német,1
Hamburg,1851,német,2
Hamburg,1937,angol,1
Hamburg,1940,német,4
Hamburg,1941,német,1
Hamburg,1942,német,2
Hamburg,1943,német,1
Hamburg,1944,német,1
Hamburg,1947,német,6
Hamburg,1948,német,3
Hamburg,1949,német,2
Hamburg,1951,német,1
Hamburg,1952,német,3
Hamburg,1953,német,3
Hamburg,1956,német,1
Hamburg,1959,német,3
Hamburg,1961,német,3
Hamburg,1962,német,1
Hamburg,1964,német,1
Hamburg,1966,német,1
Hamburg,1967,német,9
Hamburg,1970,német,3
Hamburg,"NA",német,1
Hamburg−Berlin,1959,német,1
Hamburg−Düsseldorf,1970,német,1
Hamburg−Wien,1958,német,1
Hamburg−Wien,1959,német,1
Hamburg−Wien,1969,német,1
Hämeenlinna,1909,finn,3
Hämeenlinna,1915,finn,2
Hämeenlinna,1917,finn,1
Hämeenlinna,1929,finn,1
Hämeenlinna,1939,finn,1
Hämeenlinna,1947,finn,1
Hämeenlinna,1970,finn,2
Hannover,1857,német,1
Hannover,1962,német,35
Hanoi,1955,vietnami,3
Hanoi,1957,vietnami,7
Hanoi,1961,vietnami,34
Hanoi,1962,vietnami,65
Hanoi,1963,vietnami,32
Hanoi,1965,vietnami,1
Harmondsworth,1959,angol,1
Harmondsworth,1970,angol,62
Harmondsworth,1973,angol,1
Harmondsworth,1976,angol,1
Hegensburg−Leipzig,1923,német,1
Heidelberg,1913,német,13
Heidelberg,1914,német,1
Heidelberg,1928,német,2
Heidelberg,"NA",német,1
Heilbronn,1904,német,1
Heilbronn,1906,német,1
Heilbronn,1909,német,1
Helsingissae,1902,finn,1
Helsinki,1845,svéd,2
Helsinki,1857,finn,1
Helsinki,1861,finn,2
Helsinki,1866,finn,1
Helsinki,1871,finn,1
Helsinki,1872,finn,5
Helsinki,1873,finn,2
Helsinki,1874,finn,2
Helsinki,1875,finn,6
Helsinki,1877,finn,3
Helsinki,1878,finn,2
Helsinki,1879,finn,2
Helsinki,1881,finn,3
Helsinki,1888,finn,1
Helsinki,1889,finn,2
Helsinki,1890,finn,3
Helsinki,1891,finn,1
Helsinki,1892,finn,2
Helsinki,1894,finn,1
Helsinki,1895,finn,7
Helsinki,1896,finn,1
Helsinki,1900,finn,1
Helsinki,1902,finn,2
Helsinki,1904,finn,1
Helsinki,1904,svéd,1
Helsinki,1907,finn,1
Helsinki,1908,finn,1
Helsinki,1909,finn,1
Helsinki,1910,finn,15
Helsinki,1911,finn,1
Helsinki,1912,finn,16
Helsinki,1913,finn,2
Helsinki,1916,finn,1
Helsinki,1917,finn,3
Helsinki,1918,finn,1
Helsinki,1919,finn,2
Helsinki,1921,finn,2
Helsinki,1922,finn,2
Helsinki,1923,finn,3
Helsinki,1924,finn,1
Helsinki,1925,finn,4
Helsinki,1927,finn,1
Helsinki,1929,svéd,1
Helsinki,1935,finn,1
Helsinki,1937,finn,2
Helsinki,1938,finn,1
Helsinki,1943,finn,1
Helsinki,1949,finn,1
Helsinki,1951,finn,2
Helsinki,1952,finn,46
Helsinki,1953,finn,1
Helsinki,1954,finn,3
Helsinki,1955,finn,2
Helsinki,1956,finn,1
Helsinki,1958,finn,1
Helsinki,1960,finn,1
Helsinki,1962,svéd,1
Helsinki,1965,finn,1
Helsinki,1966,finn,3
Helsinki,1967,finn,2
Helsinki,1969,finn,1
Helsinki,1970,finn,225
Helsinki,1971,finn,40
Helsinki,1973,finn,1
Helsinki,1974,finn,9
Helsinki,1976,finn,1
"Helsinki, ?",1887,finn,1
"Helsinki, Otava 8:0","Helsinki, Otava 8:0",finn,1
"Helsinki, Otava 8:0 123 sivu","Helsinki, Otava 8:0 123 sivu",finn,1
Helsinki−Porvoo,1937,finn,1
Iaşi,1909,román,1
Iaşi,1949,román,4
Iaşi,1971,román,1
IIa ediz. ivi,1948,olasz,1
Imphal,1971,manibuli,5
Indianapolis,1926,angol,2
Indianapolis,1951,angol,1
"Inhalt: Füst, Kaffka, Babits, Kosztolányi, Kassák","Inhalt: Füst, Kaffka, Babits, Kosztolányi, Kassák",német,1
Innsbruck,1949,német,3
Iowa,1970,angol,25
Istanbul,1940,török,1
Istanbul,1944,török,1
Istanbul,1952,török,17
Istanbul,1957,török,2
Istanbul,1969,török,11
Istanbul,1970,török,1
Istanbul,1973,török,43
Istanbul,1976,török,1
J. Csiky,1884,örmény,1
"Jákutdjsián, P. 4° 1. p","Jákutdjsián, P. 4° 1. p.",örmény,1
Jena,1849,német,1
Jena,1874,német,1
Jena,1896,német,1
Jerevan,1968,örmény,52
Jerevan,1973,örmény,102
Jerusalem,1946,héber,1
Jerusalem,1954,héber,1
"Jerusalem, Stibor","Jerusalem, Stibor",héber,1
Jyväskylä,1881,finn,1
Jyväskylä,1889,finn,4
Jyväskylä,1913,finn,1
Jyväskylä,1915,finn,1
Jyväskylä,1921,finn,1
Jyväskylä,1944,finn,2
Jyväskylä,1950,finn,1
Jyväskylä,1951,finn,3
Jyväskylä,1952,finn,1
Jyväskylä,1953,finn,2
Jyväskylä−Helsinki,1935,finn,1
"Kaleva, MI",1907,finn,1
Kampen,1952,holland,2
Kansas City,1973,angol,4
Karlsruhe,1915,német,1
Karlsruhe,1965,német,1
Kassel,1850,német,53
Kassel,1853,német,1
Katowice,1948,lengyel,2
Katowice,1949,lengyel,5
Kaunas,1911,litván,1
Kaunas,1948,litván,5
Kežmarok,1887,német,1
Kiel,1883,lengyel,1
Kikinda,1881,szerb,1
Kikinda,1907,szerb,3
Kikinda,1908,szerb,3
Kikinda,1909,szerb,6
Kikinda,1910,szerb,6
Kikinda,1911,szerb,4
Kikinda,1912,szerb,3
Kikinda,1913,szerb,1
Klagenfurt,1950,német,1
Köln,1900,német,1
Köln,1923,német,1
Köln,1932,német,4
Köln,1933,német,1
Köln,1962,német,2
Köln,1969,német,2
Köln−Detroit−Wien,1970,német,1
Köln−Wien,1970,német,20
Konstanz,1916,német,5
Konstanz,1917,német,5
Konstanz,1924,német,1
"Konstanz am Bodensee, 196. Reuss & Itta ""Ungarische Erzaehlungen"" Erster Band S. 12−18","Konstanz am Bodensee, 196. Reuss & Itta ""Ungarische Erzaehlungen"" Erster Band S. 12−18.",német,1
Köping,1877,svéd,1
Köping,1878,svéd,1
Köping,1879,svéd,1
Köping,1881,svéd,1
Köping,1882,svéd,1
Košice,1827,német,1
Košice,1900,német,1
Košice,1902,német,1
Košice,1906,német,1
Košice,1907,német,2
Košice,1908,német,55
Košice,1977,szlovák,3
Közelebbi adatok még hiányoznak,(Közelebbi adatok még hiányoznak),angol,1
"Közelebbi adatok nélkül. – Forrás: ""Meltzl: Wolken"" Einführung S. 29. H. J. King, Melbourne adatai alapján","Közelebbi adatok nélkül. – Forrás: ""Meltzl: Wolken"" Einführung S. 29. (H. J. King, Melbourne adatai alapján)",kínai,1
Kraków,1883,lengyel,1
Kraków,1887,lengyel,1
Kraków,1898,lengyel,1
Kraków,1903,lengyel,2
Kraków,1914,lengyel,1
Kraków,1930,lengyel,18
Kraków,1931,lengyel,2
Kraków,1948,lengyel,24
Kraków,1949,lengyel,5
Kraków,1951,lengyel,11
Kraków,1971,lengyel,96
Kraków,1977,lengyel,111
Kraków?,1971,lengyel,1
Kuopio,1913,finn,1
Kyiv,1937,német,1
Kyiv,1959,ukrán,1
Kyiv,1960,ukrán,1
Kyiv,1961,ukrán,1
Kyiv,1962,ukrán,2
Kyiv,1963,ukrán,1
Kyiv,1965,ukrán,3
Kyiv,1971,ukrán,1
Kyiv,1977,ukrán,31
Kyoto,1976,eszperantó,3
l'udovej jednoty na rok,1911,szlovák,1
l'udovej jednoty na rok,1916,szlovák,1
l'udovoj na rok,1910,szlovák,1
La Habana,1928,spanyol,16
La Habana,1963,spanyol,9
La Habana,1966,spanyol,24
La Habana,1973,spanyol,53
La Habana,1977,spanyol,1
Lahti,1951,finn,1
Lanciano,1911,olasz,1
Lanciano,1923,olasz,1
Lanciano,1931,olasz,3
Laren,196?,holland,12
Laren−Antwerpen,1958,holland,1
Lausanne,1945,francia,1
Lausanne,1946,francia,6
Leiden,1952,holland,1
Leiden,1953,holland,1
Leiden,1955,holland,1
Leiden,1957,holland,2
Leiden,1959,holland,1
Leipzig,1827,német,1
Leipzig,1830,német,1
Leipzig,1840,német,66
Leipzig,1841,német,1
Leipzig,1845,német,4
Leipzig,1846,német,65
Leipzig,1848,német,60
Leipzig,1850,német,5
Leipzig,1851,német,7
Leipzig,1852,német,3
Leipzig,1854,német,30
Leipzig,1858,német,225
Leipzig,1871,német,71
Leipzig,1873,német,1
Leipzig,1874,német,5
Leipzig,1875,német,2
Leipzig,1878,német,112
Leipzig,1879,német,2
Leipzig,1880,német,46
Leipzig,1884,német,1
Leipzig,1885,német,110
Leipzig,1886,német,1
Leipzig,1887,német,35
Leipzig,1888,német,2
Leipzig,1889,német,207
Leipzig,1890,német,3
Leipzig,1891,német,2
Leipzig,1893,német,1
Leipzig,1894,német,176
Leipzig,1895,német,261
Leipzig,1896,német,6
Leipzig,1897,német,24
Leipzig,1898,német,2
Leipzig,1899,német,22
Leipzig,1900,német,3
Leipzig,1901,német,49
Leipzig,1902,német,2
Leipzig,1903,német,1
Leipzig,1906,német,8
Leipzig,1908,német,8
Leipzig,1909,német,40
Leipzig,1910,német,112
Leipzig,1913,német,1
Leipzig,1918,német,25
Leipzig,1919,német,3
Leipzig,1920,német,5
Leipzig,1921,német,1
Leipzig,1922,német,55
Leipzig,1925,német,1
Leipzig,1926,német,1
Leipzig,1937,német,2
Leipzig,1938,német,2
Leipzig,1939,német,1
Leipzig,194?,német,1
Leipzig,1940,német,3
Leipzig,1941,német,1
Leipzig,1943,német,2
Leipzig,1944,német,2
Leipzig,1952,német,2
Leipzig,1953,német,3
Leipzig,1954,német,7
Leipzig,1955,német,4
Leipzig,1957,német,1
Leipzig,1958,német,126
Leipzig,1959,német,2
Leipzig,1961,német,12
Leipzig,1963,német,48
Leipzig,1965,német,9
Leipzig,1966,német,1
Leipzig,1967,német,13
Leipzig,1968,német,3
Leipzig,1969,német,10
Leipzig,1970,német,31
Leipzig,1972,német,13
Leipzig,1973,német,97
Leipzig,1974,német,38
Leipzig,"NA",német,300
"Leipzig, F. A. Brockhaus ""Dichtungen von A. Petöfi""","Leipzig, F. A. Brockhaus ""Dichtungen von A. Petöfi""",német,1
"Leipzig, Philipp Reclam 2. Auflage","Leipzig, Philipp Reclam 2. Auflage",német,1
"Leipzig, Verlagsbureau Anton Ruge 16° ""Ungarische Volkslieder in einer Auswahl"" S. 98","Leipzig, Verlagsbureau Anton Ruge 16° ""Ungarische Volkslieder in einer Auswahl"" S. 98.",német,1
Leipzig−Berlin,"NA",német,1
Leipzig−Brüssel−London−New-York,1903,német,1
Leipzig−Budapest,1874,német,85
Leipzig−Budapest,1875,német,135
Leipzig−Budapest,1878,német,2
Leipzig−Budapest,1886,német,8
Leipzig−Budapest,1974,német,1
Leipzig−Frankfurt,1903,német,1
Leipzig−Reudnitz,1887,német,1
Leipzig−Reudnitz,"NA",német,1
Leipzig−Wien,1887,német,11
Leipzig−Wien,1897,német,271
Leipzig−Wien,1898,német,1
Leipzig−Wien,1910,német,1
Leipzig−Wien,1928,német,1
Leipzig−Wien,1931,német,1
Leipzig−Wien,1934,német,1
Leipzig−Wien,"NA",német,1
Leipzig−Wien−Paris−London,"NA",német,1
Leipzig−Wien−Zürich,1921,német,74
Leningrad,1932,észt,1
Leuven,1927,flamand,1
Leuven,1930,flamand,1
Levoča,1860,szlovák,1
Liège,1860,francia,1
Liège−Paris,1944,francia,2
Liège−Paris,1945,francia,1
Linz,1946,német,1
Linz,1948,német,1
Liptovský Sv. Mikuláš,1911,szlovák,55
Liptovský Sv. Mikuláš,1914,szlovák,5
Liptovský Sv. Mikuláš,1938,szlovák,1
Liptovský Sv. Mikuláš,1940,szlovák,1
Liptovský Sv. Mikuláš,1941,szlovák,1
Liptovský Sv. Mikuláš,1944,szlovák,19
Liptovský Sv. Mikuláš,1947,szlovák,1
Liptovský Sv. Mikuláš,1948,szlovák,10
Liptovský Sv. Mikuláš,1960,szlovák,17
Liptovský Sv. Mikuláš,"NA",szlovák,2
Lisboa,1959,portugál,1
Lisboa,196?,portugál,3
Lisboa,1960,portugál,3
Lisboa,"NA",portugál,46
Livorno,1948,olasz,1
Ljubljana,1940,szlovén,1
Ljubljana,1952,szlovák,1
Ljubljana,1960,szlovén,37
Ljubljana,1961,szlovén,1
Ljubljana,1967,szlovén,4
Ljubljana,1972,szlovén,1
Lochem,1953,holland,2
Lochem,1963,holland,3
Łódź,1886,lengyel,2
Łódź,1949,lengyel,8
"Łódz, ""Dziennik Lódzki"" Nr. 151. str. 87−98","Łódz, ""Dziennik Lódzki"" Nr. 151. str. 87−98",lengyel,1
London,1828,angol,1
London,1830,angol,164
London,1849,angol,1
London,1850,angol,4
London,1851,angol,3
London,1853,angol,1
London,1854,angol,1
London,1858,angol,1
London,1859,német,1
London,1865,angol,2
London,1868,angol,1
London,1875,angol,9
London,1877,angol,65
London,1877,német,12
London,1881,angol,29
London,1884,angol,1
London,1885,angol,1
London,1886,angol,77
London,1889,angol,54
London,1890,angol,17
London,1891,angol,1
London,1892,angol,7
London,1893,angol,2
London,1894,angol,20
London,1895,angol,3
London,1896,angol,4
London,1897,angol,8
London,1898,angol,2
London,1899,angol,5
London,1900,angol,7
London,1900,kínai,1
London,1901,angol,3
London,1902,angol,3
London,1903,angol,2
London,1904,angol,5
London,1906,angol,2
London,1908,angol,3
London,1909,angol,3
London,1910,angol,3
London,1911,angol,30
London,1913,angol,28
London,1916,angol,2
London,1917,angol,1
London,1918,angol,2
London,1921,angol,2
London,1922,angol,1
London,1923,angol,1
London,1925,angol,2
London,1926,angol,1
London,1927,angol,1
London,1928,angol,2
London,1929,angol,3
London,1930,angol,1
London,1931,angol,2
London,1932,angol,2
London,1933,angol,1
London,1934,angol,60
London,1934,dán,1
London,1934,eszperantó,1
London,1934,francia,1
London,1934,holland,1
London,1934,német,1
London,1934,norvég,1
London,1934,olasz,1
London,1934,portugál,1
London,1934,spanyol,1
London,1934,svéd,1
London,1935,angol,1
London,1936,angol,29
London,1937,angol,54
London,1938,angol,2
London,1939,angol,2
London,194?,angol,4
London,1941,angol,2
London,1942,angol,2
London,1943,angol,14
London,1943,német,1
London,1944,angol,5
London,1945,angol,11
London,1946,angol,6
London,1947,angol,7
London,1948,angol,8
London,1949,angol,6
London,195?,angol,1
London,1951,angol,1
London,1952,angol,1
London,1954,angol,3
London,1958,angol,2
London,1958,német,1
London,1960,angol,1
London,1961,angol,2
London,1961,spanyol,2
London,1962,angol,1
London,1963,angol,34
London,1964,angol,3
London,1965,angol,2
London,1966,angol,40
London,1967,angol,23
London,1968,angol,1
London,1969,angol,1
London,1970,angol,15
London,1971,angol,34
London,1972,angol,2
London,1975,angol,1
London,London.,angol,4
London,"NA",angol,8
London,w.y.,angol,1
London ?,1927,angol,1
London Tel-Aviv Deutsch Steinatzky 18 cm 91 p,London (Tel-Aviv) Deutsch Steinatzky 18 cm 91 p.,angol,1
"London, ?",1933,angol,1
"London, ?","London, (?)",angol,1
"London, &lt;s&gt;ning&lt;/s&gt; Standard""",1947,angol,1
"London, 8-vo","London, 8-vo",angol,1
"London, Tel-Aviv",1959,angol,1
"London, w. y",185?,angol,1
London−Budapest,1936,angol,1
London−Cluj-Napoca,"NA",német,1
London−Edinbourgh,1937,angol,1
London−Edinburgh−Glasgow,1937,angol,1
London−New-York,1852,angol,4
London−New-York,1889,angol,1
London−New-York,1891,angol,1
London−New-York,1894,angol,1
London−Paris−Melbourne,1891,angol,1
London−Toronto,1938,angol,1
London−Toronto−Melborne,1946,angol,1
London−Toronto−New York,1969,angol,1
London−Wien−Roma,1935,német,1
Louvain,1895,francia,48
Lpt. Martin,1952,szlovák,1
Lübeck,"NA",német,6
Lučenec,1902,szlovák,7
Lučenec,1914,szlovák,6
Luzern,1936,német,1
Luzern,1948,német,1
Luzern,1950,német,1
Luzern,1951,német,1
Lviv,1872,lengyel,1
Lviv,1874,lengyel,1
Lviv,1875,lengyel,1
Lviv,1876,lengyel,1
Lviv,1877,lengyel,1
Lviv,1879,lengyel,1
Lviv,1881,lengyel,1
Lviv,1882,lengyel,2
Lviv,1884,rutén,1
Lviv,1886,lengyel,2
Lviv,1887,lengyel,1
Lviv,1888,lengyel,1
Lviv,1889,lengyel,1
Lviv,1890,lengyel,1
Lviv,1902,lengyel,1
Lviv,1904,lengyel,1
Lviv,1905,lengyel,1
Lviv,1907,lengyel,2
Lviv,1908,lengyel,2
Lviv,1922,lengyel,1
Lviv,"NA",lengyel,4
"Lwow, Gebethner 8°","Lwow, Gebethner 8°",lengyel,1
Maaston,1959,holland,1
Madras,1967,angol,19
Madras,1974,angol,12
Madrid,192?,spanyol,4
Madrid,1920,spanyol,2
Madrid,1921,spanyol,1
Madrid,1922,spanyol,28
Madrid,1923,spanyol,9
Madrid,193?,spanyol,1
Madrid,1941,spanyol,1
Madrid,1952,spanyol,2
Madrid,1953,spanyol,1
Madrid,1955,spanyol,1
Madrid,1958,spanyol,1
Madrid,1960,spanyol,1
Madrid,1962,spanyol,3
Madrid,1963,spanyol,1
Madrid,1965,spanyol,2
Madrid,1969,spanyol,7
Madrid,1974,spanyol,1
Madrid,1975,spanyol,61
Madrid,"NA",spanyol,16
Madrid−Barcelona,1943,spanyol,1
Maerisch−Ostrau,1937,német,1
Magar Klasikleri,(Magar Klasikleri),török,1
Mainz,1920,német,1
Mallorca,1931,katalán,1
Manila,1931,spanyol,1
Manila,1935,spanyol,6
Manila,1935,tagalog,6
Mannheim,1893,német,1
Mantova,1906,olasz,2
Manuscript 4A 2 sivu,Manuscript 4A 2 sivu,finn,1
Manuscript 8:o 2 siden,Manuscript 8:o 2 siden,svéd,1
Manuscript A4 2 sivu,Manuscript A4 2 sivu.,finn,1
Maribor,1960,szlovén,1
Maribor,1966,szlovén,2
Maribor,1972,szlovák,1
Maribor,1972,szlovén,1
Marseille,1948,francia,9
Martin,1883,szlovák,1
Martin,1887,szlovák,1
Martin,1904,szlovák,5
Martin,1906,szlovák,1
Martin,1911,szlovák,2
Martin,1914,szlovák,1
Martin,1915,szlovák,1
Martin,1935,szlovák,2
Martin,1942,szlovák,73
Martin,1946,szlovák,3
Martin,1950,szlovák,2
Martin,1952,szlovák,3
Martin,1954,szlovák,3
Martin,1957,szlovák,1
Martin,"NA",szlovák,1
Maschinenschrift,(Maschinenschrift),német,1
Messina−Firenze,1953,olasz,1
Mexico,1951,spanyol,1
Mexico,1964,spanyol,24
Mexico,1968,spanyol,4
Michigan,1974,angol,3
Midlothian,1976,angol,28
Milano,1859,olasz,1
Milano,1862,olasz,1
Milano,1863,olasz,2
Milano,1865,olasz,1
Milano,1880,olasz,64
Milano,1881,olasz,1
Milano,1888,olasz,1
Milano,1890,olasz,1
Milano,1894,olasz,1
Milano,1899,olasz,1
Milano,1904,olasz,95
Milano,1907,olasz,1
Milano,191?,olasz,360
Milano,1913,olasz,3
Milano,1914,olasz,1
Milano,1921,olasz,1
Milano,1925,olasz,1
Milano,1926,olasz,2
Milano,1928,olasz,14
Milano,1929,olasz,78
Milano,193?,olasz,1
Milano,1930,olasz,5
Milano,1931,olasz,74
Milano,1931,svéd,1
Milano,1932,olasz,10
Milano,1933,olasz,31
Milano,1934,olasz,43
Milano,1935,olasz,11
Milano,1936,olasz,11
Milano,1937,olasz,17
Milano,1938,olasz,112
Milano,1939,olasz,17
Milano,1940,olasz,243
Milano,1941,olasz,28
Milano,1942,olasz,45
Milano,1943,olasz,45
Milano,1944,olasz,7
Milano,1945,olasz,13
Milano,1946,olasz,8
Milano,1947,olasz,7
Milano,1948,olasz,55
Milano,1949,olasz,2
Milano,195?,olasz,3
Milano,1951,olasz,7
Milano,1952,olasz,2
Milano,1954,olasz,3
Milano,1955,olasz,1
Milano,1956,olasz,1
Milano,1957,olasz,81
Milano,1958,olasz,15
Milano,1959,olasz,96
Milano,196?,olasz,1
Milano,1960,olasz,113
Milano,1961,olasz,2
Milano,1962,olasz,129
Milano,1963,olasz,20
Milano,1964,olasz,140
Milano,1965,olasz,9
Milano,1966,olasz,6
Milano,1967,olasz,1
Milano,1969,olasz,2
Milano,1970,olasz,1
Milano,1972,olasz,128
Milano,1975,olasz,1
