normalized_city,year,nyelv,n
Szeged,1922,eszperantó,1
"Szeged, ""Hungara Esperantisto"" III-a Jaro No. 5/6 p. 1−2","Szeged, ""Hungara Esperantisto"" III-a Jaro No. 5/6 p. 1−2.",eszperantó,1
Szerenin,1949,lengyel,2
Szombathely,1940,angol,5
T. C. r 8:0 2 siden,T. C. (r) 8:0 2 siden,svéd,1
T. C. r 8:o 2 siden Manuskript = Kézirat,T. C. (r) 8:o 2 siden (Manuskript = Kézirat),svéd,1
T.C. 8:o 2 siden,T.C. 8:o 2 siden,svéd,2
Tallinn,1886,észt,1
Tallinn,1894,észt,1
Tallinn,1898,észt,1
Tallinn,1902,észt,2
Tallinn,1907,észt,1
Tallinn,1911,észt,2
Tallinn,1913,észt,1
Tallinn,1921,észt,1
Tallinn,1922,észt,1
Tallinn,1924,észt,2
Tallinn,1926,észt,1
Tallinn,1927,észt,1
Tallinn,1939,észt,1
Tallinn,1954,észt,9
Tallinn,1955,észt,68
Tallinn,1957,észt,2
Tallinn,1958,észt,10
Tallinn,1959,észt,1
Tallinn,1960,észt,31
Tallinn,1961,észt,2
Tallinn,1963,észt,2
Tallinn,1964,észt,114
Tallinn,1965,észt,1
Tallinn,1966,észt,1
Tallinn,1968,észt,1
Tallinn,1971,észt,1
Tallinn,1973,észt,126
Tampere,1879,finn,1
Tampere,1892,finn,1
Tampere,1970,finn,193
Târgu-Mureş,1949,román,2
Tarnav,1949,román,2
"Tarnopol, r. nezn. ""Nowe Słowo Polskie"" r. nezn. Nr. 62","Tarnopol, r. nezn. ""Nowe Słowo Polskie"" r. nezn. Nr. 62.",lengyel,1
"Tarnopol, r. nezn. ""Podolanin"" Nr. 75−76","Tarnopol, r. nezn. ""Podolanin"" Nr. 75−76.",lengyel,1
Tartu,1884,észt,2
Tartu,1886,észt,1
Tartu,1887,észt,5
Tartu,1888,észt,21
Tartu,1890,észt,1
Tartu,1891,észt,2
Tartu,1892,észt,1
Tartu,1893,észt,1
Tartu,1899,észt,2
Tartu,1900,észt,2
Tartu,1903,észt,2
Tartu,1904,észt,10
Tartu,1905,észt,1
Tartu,1907,észt,1
Tartu,1909,észt,1
Tartu,1914,észt,4
Tartu,1922,észt,3
Tartu,1924,észt,1
Tartu,1925,észt,11
Tartu,1928,észt,1
Tartu,1929,észt,4
Tartu,1930,észt,4
Tartu,1931,észt,1
Tartu,1936,észt,1
Tartu,1938,észt,1
Tartu,1939,észt,1
Tartu,1959,észt,50
Tbilisi,1949,grúz,48
Tbilisi,1975,örmény,1
Teaneck,1966,angol,35
Teheran,1952,perzsa,45
Teheran,1954,perzsa,4
Tel Aviv,1930,héber,2
Tel Aviv,1940,héber,2
Tel Aviv,1942,héber,2
Tel Aviv,1948,héber,18
Tel Aviv,1952,héber,169
Tel Aviv,1953,héber,2
Tel Aviv,1954,héber,168
Tel Aviv,1955,héber,12
Tel Aviv,1956,héber,2
Tel Aviv,1957,héber,2
Tel Aviv,1958,héber,2
Tel Aviv,1959,héber,2
Tel Aviv,1960,héber,72
Tel-Aviv,1958,héber,1
Tel-Aviv,1960,héber,4
Tel-Aviv,1968,héber,1
Tel-Áviv 8°,1960,héber,1
"Tel-Aviv, 8° 197 p","Tel-Aviv, 8° 197 p.",héber,1
Tenerife,1958,eszperantó,1
Tepic,1966,spanyol,2
Teschen−Wien,1884,német,1
"Thorsteinsson Manuscript, Stgr. 8:o 2 S","Thorsteinsson Manuscript, Stgr. 8:o 2 S.",izlandi,1
Thorsteinsson Stgr. 8:0 2s,Thorsteinsson Stgr. 8:0 2s.,izlandi,1
Thuin,1971,francia,3
Thusis,1960,német,1
Tielt,1951,francia,1
Tilsit,1892,litván,1
Tilsit,1893,litván,1
Timișoara,1897,román,1
Timișoara,1901,német,1
Timișoara,1911,német,1
Timișoara,1936,román,2
Timișoara,1949,román,3
Tipsia,1904,olasz,1
Tirana,1956,albán,18
Tirana,1960,albán,114
Tirana,1961,albán,1
Toinen ed,1915,finn,1
"Tokio, Dabbido-aha 8:0 295 p","Tokio, Dabbido-aha 8:0 295 p.",japán,1
Tokyo,1914,japán,1
Tokyo,1927,japán,4
Tokyo,1935,japán,1
Tokyo,1936,japán,28
Tokyo,1938,japán,22
Tokyo,1940,japán,2
Tokyo,1941,japán,54
Tokyo,1941,Japán,1
Tokyo,1951,japán,2
Tokyo,1955,japán,162
Tokyo,1958,japán,3
Tokyo,1960,japán,1
Tokyo,1965,japán,1
Tokyo,1966,japán,18
Tokyo,1967,japán,1
Tokyo,1969,japán,7
Tokyo,1971,japán,1
Tokyo,1972,japán,1
Tokyo,1973,japán,62
Tokyo,1974,japán,1
Tōlkinud,1959,észt,1
"Tôlkinud L. Grosschmidt ""Rahva Lobu-Leht"" No. 22","Tôlkinud L. Grosschmidt ""Rahva Lobu-Leht"" No. 22.",észt,1
Tolmezzo,1901,olasz,1
Torino,1859,olasz,1
Torino,1912,olasz,1
Torino,1913,olasz,2
Torino,1931,német,1
Torino,1931,olasz,24
Torino,1932,olasz,1
Torino,1936,olasz,10
Torino,1937,olasz,103
Torino,1939,francia,11
Torino,1939,olasz,18
Torino,1941,olasz,2
Torino,1942,német,1
Torino,1942,olasz,23
Torino,195?,olasz,23
Torino,1952,olasz,1
Torino,1953,olasz,1
Torino,1954,olasz,1
Torino,1957,olasz,2
Torino,1958,olasz,4
Torino,1959,olasz,1
Torino,1960,olasz,96
Torino,1962,olasz,1
Torino,1964,olasz,1
Torino,1965,olasz,1
Torino−Milano−Padova,1908,olasz,1
Torino−Milano−Padova,1929,olasz,1
Torino−Milano−Padova,1937,olasz,8
Torino−Verona,1961,olasz,1
Toronto,1966,angol,301
Toronto,1968,angol,68
Toronto−New York−London,1970,angol,21
Tours,1953,francia,1
További adatok még hiányoznak,(További adatok még hiányoznak),angol,1
Traducteur non indiqué. Budapest,1934,francia,1
"Traduzione di Stefano Röck-Richter ""Le Grandi Firme""",1928,olasz,1
"Translated by Antal Nyerges ""7 Poems""","Translated by Antal Nyerges ""7 Poems""",angol,1
Translated by R. Nisbet Bain,Translated by R. Nisbet Bain.,angol,1
Třebice,1896,cseh,2
Trieste,1928,olasz,1
Trnava,1893,szlovák,95
Trnava,1940,szlovák,1
Trnava,1944,szlovák,1
Trnava,1945,szlovák,2
Trnava,1947,szlovák,1
Trnava,1948,szlovák,1
Trnava,1950,szlovák,1
Trnava,"NA",szlovák,1
Tručiánsky Sv. Martin,1937,szlovák,1
Tübingen,1975,német,23
Tübingen und Basel,1975,német,1
Tübingen−Basel,1975,német,1
Tunis,1974,francia,27
Turciansky Sv. Martin,1942,szlovák,1
Turčiansky Sv. Matin,1942,szlovák,1
Turčinsky Sv. Martin,1948,szlovák,1
Turda,1934,román,2
Turda,1936,román,6
Turda,1937,román,15
Turda,1938,román,6
Turda,1939,román,5
Turku,1885,finn,1
Turnu-Măgurele,1936,román,2
Tweede druk gr. 8:0 501 Z,Tweede druk gr. 8:0 501 Z.,holland,1
Übersetzer nicht bekannt,Übersetzer nicht bekannt,német,1
Übersetzt von Heinrich Kalek,Übersetzt von Heinrich Kalek,német,1
Übersetzt von Heinrich Melas,Übersetzt von Heinrich Melas,német,1
Übertragung von Álmos Csongár,Übertragung von Álmos Csongár,német,1
Udine,1909,olasz,2
Udine,1948,olasz,2
"Uit het hongaarsch vertaald door A.S.C. Wallis Övergedruckt uit de ""Gids""",1889,holland,1
Uj-Delhi,1968,pandzsábi,1
"Ujlaky Teil I−IV und Friederika Schag V−VII, Berlin",1970,német,1
Ungvár,1943,ukrán,1
Unkarin kielestä Suomensi Niilo E. Wainio Porvoo,1888,finn,1
Uppsala,1976,svéd,1
Urbánkova divad. Knižnica čislo 18,(Urbánkova divad. Knižnica čislo 18.),szlovák,1
USA,1926,angol,1
Utrecht,1928,holland,1
Utrecht,1951,holland,1
Utrecht,1953,holland,1
Utrecht,1958,holland,1
Utrecht,1964,holland,2
Utrecht−Antwerpen,1976,flamand,1
Užgorod,1960,ukrán,1
V Békés-Čabe,1890,szlovák,1
V. Jahrgang nummer 3−4 Herbst/Winter S. 95,V. Jahrgang nummer 3−4 Herbst/Winter S. 95.,német,1
V. Trnava,1893,szlovák,1
V. Trnave,1893,szlovák,1
Vác,1930,olasz,1
Vaduz,1965,német,11
Velika−Kikinda,1889,horvát,1
Velky obrázkovy kalendár na rok,1913,szlovák,1
Velky-Meziric,1893,cseh,9
Velký-Meziric,1893,cseh,5
Velký-Mezirio,1893,cseh,1
Venezia,1885,olasz,16
Venezia,1889,olasz,1
Verlky-Mezirio,1893,cseh,1
Verona,1856,olasz,1
Verona,1909,olasz,2
Versecz,1902,német,1
Viljandi,1899,észt,2
Vilnius,1951,litván,29
Vilnius,1953,litván,25
Vilnius,1954,litván,1
Vilnius,1956,litván,3
Vilnius,1957,litván,1
Vilnius,1958,litván,5
Vilnius,1959,lett,1
Vilnius,1959,litván,1
Vilnius,1960,litván,2
Vilnius,1961,litván,1
Vilnius,1962,litván,1
Vilnius,1965,litván,3
Vilnius,1966,litván,2
Vilnius,1967,litván,1
Vilnius,1973,litván,20
Visby,1884,svéd,1
Vol. XIV. p. 576/579,Vol. XIV. p. 576/579.,olasz,1
Warberg,1876,svéd,1
Warborg,1877,svéd,1
Warszawa,1858,lengyel,1
Warszawa,1859,lengyel,7
Warszawa,1862,lengyel,2
Warszawa,1868,lengyel,1
Warszawa,1870,lengyel,1
Warszawa,1871,lengyel,2
Warszawa,1879,lengyel,2
Warszawa,1880,lengyel,46
Warszawa,1881,lengyel,2
Warszawa,1882,lengyel,2
Warszawa,1883,lengyel,2
Warszawa,1884,lengyel,4
Warszawa,1885,lengyel,4
Warszawa,1886,lengyel,7
Warszawa,1887,lengyel,1
Warszawa,1888,lengyel,1
Warszawa,1889,lengyel,2
Warszawa,1890,lengyel,3
Warszawa,1892,lengyel,2
Warszawa,1894,lengyel,2
Warszawa,1895,lengyel,1
Warszawa,1896,lengyel,1
Warszawa,1899,lengyel,1
Warszawa,1901,lengyel,1
Warszawa,1903,lengyel,2
Warszawa,1904,lengyel,2
Warszawa,1909,lengyel,1
Warszawa,1911,lengyel,1
Warszawa,1920,lengyel,1
Warszawa,1921,lengyel,1
Warszawa,1924,héber,1
Warszawa,1925,lengyel,1
Warszawa,1926,lengyel,1
Warszawa,1927,lengyel,1
Warszawa,1930,lengyel,1
Warszawa,1932,lengyel,2
Warszawa,1934,lengyel,2
Warszawa,1935,lengyel,2
Warszawa,1936,lengyel,4
Warszawa,1937,lengyel,2
Warszawa,1938,lengyel,2
Warszawa,1947,lengyel,1
Warszawa,1948,lengyel,10
Warszawa,1949,lengyel,23
Warszawa,1950,lengyel,15
Warszawa,1951,lengyel,151
Warszawa,1952,lengyel,10
Warszawa,1953,lengyel,100
Warszawa,1954,lengyel,12
Warszawa,1955,lengyel,4
Warszawa,1956,lengyel,85
Warszawa,1957,lengyel,6
Warszawa,1958,lengyel,4
Warszawa,1959,lengyel,38
Warszawa,196?,lengyel,1
Warszawa,1960,lengyel,25
Warszawa,1961,lengyel,6
Warszawa,1962,lengyel,6
Warszawa,1963,lengyel,3
Warszawa,1964,lengyel,13
Warszawa,1965,lengyel,9
Warszawa,1966,lengyel,8
Warszawa,1967,lengyel,65
Warszawa,1968,lengyel,27
Warszawa,1969,lengyel,5
Warszawa,1970,lengyel,42
Warszawa,1971,lengyel,82
Warszawa,1972,lengyel,68
Warszawa,1973,lengyel,209
Warszawa,1974,lengyel,12
Warszawa,1975,lengyel,365
Warszawa,1976,lengyel,10
Warszawa,1977,lengyel,4
Warszawa,1978,lengyel,8
Warszawa,1979,lengyel,1
Warszawa,"NA",lengyel,7
Warszawa ?,1884,lengyel,1
Warszawa ? Gubrinowicz i Schmidt,Warszawa (?) Gubrinowicz i Schmidt,lengyel,1
Warszawa-Kraków,1950,lengyel,1
"Warszawa, ?",1885,lengyel,1
"Warszawa, ?",1889,lengyel,3
"Warszawa, ?",1917,lengyel,1
"Warszawa, Czytelnik ""Wybór Poezji"" str. 144","Warszawa, Czytelnik ""Wybór Poezji"" str. 144.",lengyel,1
"Warszawa, Czytelnik ""Wybór Poezji"" str. 147","Warszawa, Czytelnik ""Wybór Poezji"" str. 147.",lengyel,1
"Warszawa, r. nezn. ""Gazeta Polska"" Nr. 74","Warszawa, r. nezn. ""Gazeta Polska"" Nr. 74.",lengyel,1
"Warszawa, Wyborow 8° 315+1 str","Warszawa, Wyborow 8° 315+1 str.",lengyel,1
"Warszawa, Wydawn. Prasa Wojskowa ""Opoweśici o broni i bohaterstwie""","Warszawa, Wydawn. Prasa Wojskowa ""Opoweśici o broni i bohaterstwie""",lengyel,1
Warszawa−Krakow,1952,lengyel,1
Washington,1933,angol,1
Washington,1946,angol,61
Washington,1947,angol,30
Washington,1954,angol,1
Washington,1968,angol,37
Weenen,1960,holland,1
Weimar,1916,német,1
Weimar,1918,német,61
Weimar,1919,német,2
Weimar,1953,német,11
Weimar,1954,német,48
Weimar,1955,német,233
Weimar,1956,német,1
Weimar,1965,német,4
Weimar,1970,német,1
Weimar,"NA",német,1
Weissensee und Leipzig,"NA",német,1
Weissenstein,1930,német,1
Wereldbibliotheek 8:0,Wereldbibliotheek 8:0,holland,1
"Weszprimii, MDCCCIX. Typis Clarae Szammer 8° 4 p","Weszprimii, MDCCCIX. Typis Clarae Szammer 8° 4 p.",latin,1
Wien,1800,német,11
Wien,1810,német,1
Wien,1814,német,2
Wien,1819,német,2
Wien,1820,német,2
Wien,1821,német,1
Wien,1828,német,2
Wien,1846,német,3
Wien,1848,német,2
Wien,1851,német,1
Wien,1855,német,1
Wien,1856,német,1
Wien,1860,német,1
Wien,1866,német,1
Wien,1869,német,35
Wien,1870,német,1
Wien,1874,német,1
Wien,1877,német,1
Wien,1878,német,3
Wien,1879,német,1
Wien,1881,német,1
Wien,1882,német,23
Wien,1884,német,1
Wien,1885,német,48
Wien,1886,német,61
Wien,1888,német,1
Wien,1889,német,2
Wien,189?,német,1
Wien,1890,német,1
Wien,1894,héber,21
Wien,1895,német,3
Wien,1896,német,9
Wien,1897,német,2
Wien,1898,német,2
Wien,1899,német,2
Wien,1902,német,1
Wien,1903,német,2
Wien,1904,német,3
Wien,1905,német,1
Wien,1907,német,77
Wien,1912,német,2
Wien,1913,német,1
Wien,1916,német,1
Wien,1918,német,53
Wien,1919,német,1
Wien,192?,német,1
Wien,1921,német,1
Wien,1922,német,2
Wien,1923,német,14
Wien,1924,német,1
Wien,1925,német,2
Wien,1926,német,2
Wien,1927,német,1
Wien,1928,német,1
Wien,1931,német,2
Wien,1932,német,2
Wien,1933,német,11
Wien,1934,német,1
Wien,1935,német,1
Wien,1936,német,3
Wien,1937,német,58
Wien,1938,német,6
Wien,1939,német,1
Wien,194?,német,1
Wien,1940,német,2
Wien,1941,német,3
Wien,1942,német,1
Wien,1943,német,8
Wien,1946,német,2
Wien,1947,német,7
Wien,1948,német,34
Wien,1949,német,24
Wien,195?,német,2
Wien,1950,német,5
Wien,1951,német,9
Wien,1952,német,18
Wien,1953,német,12
Wien,1954,német,4
Wien,1955,német,17
Wien,1956,német,1
Wien,1958,német,7
Wien,1959,német,2
Wien,1960,német,1
Wien,1961,német,41
Wien,1965,német,5
Wien,1967,német,21
Wien,197?,német,2
Wien,1970,német,1
Wien,1971,német,1
Wien,1972,német,33
Wien,1974,német,1
Wien,"NA",német,19
Wien ?,189?,német,6
Wien ?,1897,német,1
Wien − Stuttgart,1965,német,1
Wien und Leipzig,1892,francia,1
Wien-Berlin,1921,német,8
Wien-Budapest,1905,német,1
Wien-Budapest−Leipzig,1904,német,1
Wien-Gran,1868,német,3
Wien-Hamburg,1972,német,1
Wien-leipzig,1919,német,1
Wien-Leipzig,1895,német,1
Wien-Pressburg,1884,német,1
Wien-Raab,1825,német,1
Wien-Zürich,1949,német,1
"Wien, ?",189?,német,1
"Wien, ?",1929,német,1
"Wien, ?",1933,német,1
"Wien, ?","NA",német,1
"Wien, Dat. Fehlt ""Der Wiener Tag""","Wien, (Dat. Fehlt) ""Der Wiener Tag""",német,1
"Wien, im gleichen Jahr in Fortseztzungen in: ""Wiener Tagblatt""","Wien, im gleichen Jahr in Fortseztzungen in: ""Wiener Tagblatt""",német,1
"Wien, s. J. Daberkows Verlag ""Kleine Geschichten""","Wien, s. J. Daberkows Verlag ""Kleine Geschichten""",német,1
Wien?,189?,német,8
Wien?,198?,német,1
Wien−Berlin,1912,német,1
Wien−Berlin,192?,német,1
Wien−Berlin,1950,német,1
Wien−Berlin,1970,német,1
Wien−Berlin,"NA",német,1
Wien−Berlin−Stuttgart,1961,német,1
Wien−Berlin−Stuttgart,1962,német,2
Wien−Budapest,189?,német,2
Wien−Budapest,1895,német,9
Wien−Budapest,1900,német,1
Wien−Budapest,1935,német,1
Wien−Budapest,"NA",német,7
Wien−Budapest−Leipzig,1872,német,2
Wien−Budapest−Leipzig,1873,német,1
Wien−Budapest−Leipzig,1874,német,1
Wien−Budapest−Leipzig,189?,német,4
Wien−Budapest−Leipzig,1895,német,20
Wien−Budapest−Leipzig,1896,német,1
Wien−Budapest−Leipzig,"NA",német,49
Wien−Gran,1868,német,4
Wien−Graz,1868,német,5
Wien−Hamburg,1966,német,3
Wien−Hamburg,1967,német,40
Wien−Heidelberg,1967,német,1
Wien−Leipzig,1887,német,1
Wien−Leipzig,1892,német,26
Wien−Leipzig,1897,német,1
Wien−Leipzig,1905,német,2
Wien−Leipzig,1910,német,418
Wien−Leipzig,1912,német,2
Wien−Leipzig,1913,német,14
Wien−Leipzig,1919,német,341
Wien−Leipzig,1925,német,45
Wien−Leipzig,1936,német,3
Wien−Leipzig,"NA",német,2
"Wien−Leipzig, 2. auflage",1919,német,2
"Wien−Leipzig, 2. Auflage",1919,német,28
"Wien−Leipzig, 2. ausgabe",1919,német,2
"Wien−Leipzig, 2. Ausgabe",1919,német,35
"Wien−Leipzig, Ausgabe",1919,német,1
Wien−Leipzig−Pest,"NA",német,1
Wien−Leipzig−Zürich,1921,német,3
Wien−Leipzig−Zürich,1937,német,1
Wien−Liepzig,1910,német,1
Wien−Liepzig,1919,német,1
Wien−München−Basel,1964,német,1
"Wien−Pest−Leipzig, ""Ungarische Heimats − Liebes- und Heldenlieder"" S. 132","Wien−Pest−Leipzig, ""Ungarische Heimats − Liebes- und Heldenlieder"" S. 132.",német,1
Wien−Pesth−Leipzig,"NA",német,1
Wien−Pressburg,1884,német,5
Wien−Stuttgart,1955,német,1
Wien−Stuttgart,1959,német,1
Wien−Stuttgart,1961,német,1
Wien−Stuttgart−Berlin,1957,német,2
Wien−Stuttgart−Berlin,1959,német,1
Wien−Stuttgart−Berlin,1960,német,1
Wien−Zürich,1921,német,1
Wien−Zürich,1927,német,1
Wien−Zürich,1948,német,1
"Wien−Zürich, Europa Verlag War in Vorbereitung!","Wien−Zürich, Europa Verlag (War in Vorbereitung!)",német,1
Wiesbaden,1910,német,1
Wiesbaden,1960,német,2
Wiipuri,1892,finn,1
Winnipeg,1933,angol,125
Wolký-Meziric,1893,cseh,1
Wrocław,1885,német,1
Wrocław,1886,német,5
Wrocław,1894,német,1
Wrocław,1895,német,2
Wrocław,1896,német,1
Wrocław,1898,német,1
Wrocław,1901,német,5
Wrocław,1902,német,715
Wrocław,1905,német,704
Wrocław,1909,német,2
Wrocław,193?,német,1
Wrocław,1936,német,1
Wrocław,1949,lengyel,2
Wrocław,"NA",német,48
Wrocław,"NA",olasz,1
Wrocław−Leipzig−New-York,1902,német,2
Wrocław−Leipzig−New-York,1905,német,1
Würzburg,1953,német,1
Wurzen,1863,német,1
Wydanie drugie kompletne,(Wydanie drugie kompletne),lengyel,1
XII,1926,angol,1
Zagreb,1880,horvát,1
Zagreb,1910,horvát,1
Zagreb,1914,horvát,2
Zagreb,1918,horvát,1
Zagreb,1924,horvát,3
Zagreb,1931,horvát,2
Zagreb,1932,horvát,1
Zagreb,1940,horvát,1
Zagreb,1943,horvát,1
Zagreb,1947,horvát,1
Zagreb,1948,horvát,1
Zagreb,1950,horvát,1
Zagreb,1951,horvát,257
Zagreb,1954,horvát,1
Zagreb,1955,horvát,2
Zagreb,1958,horvát,1
Zagreb,1960,horvát,4
Zagreb,1961,horvát,2
Zagreb,1962,horvát,2
Zagreb,1963,horvát,4
Zagreb,1967,horvát,3
Zagreb,1969,horvát,1
Zagreb,1971,horvát,32
Zagreb,"NA",horvát,4
Zagreb,"NA",szerb,1
Zagreb ?,"NA",horvát,1
"Zagreb, 195. Jugoslovenska Akademija ""Janus Pannonius"" str. 313","Zagreb, 195. Jugoslovenska Akademija ""Janus Pannonius"" str. 313.",horvát,1
"Zagreb, b. g",192?,horvát,1
Zandijk,1951,holland,1
Zleczow,1895,lengyel,1
Zloczow,1910,lengyel,1
Zloczow,"NA",lengyel,1
Zobor,1860,francia,1
Zrenjanin,1898,szerb,3
Zrenjanin,1914,német,3
Zur Halbjahrhundertfeier ihrer Entstehung in neuer Verdeutschung nebst kurzem esthetisch-mythologischem Kommentar in Hinblick auf Buergers Lenore von Agathyrsus. Neue Ausgabe,Zur Halbjahrhundertfeier ihrer Entstehung in neuer Verdeutschung nebst kurzem esthetisch-mythologischem Kommentar in Hinblick auf Buergers Lenore von Agathyrsus. Neue Ausgabe.,német,1
Zürich,1867,német,1
Zürich,1870,német,1
Zürich,1919,német,5
Zürich,1933,német,3
Zürich,1934,német,1
Zürich,1935,német,1
Zürich,1937,német,1
Zürich,1942,német,2
Zürich,1943,német,1
Zürich,1948,német,3
Zürich,195?,német,1
Zürich,1950,német,1
Zürich,1952,német,1
Zürich,1953,német,3
Zürich,1956,német,1
Zürich,1957,német,4
Zürich,1958,német,1
Zürich,1962,német,1
Zürich,1967,német,5
Zürich,1968,német,7
Zürich,1973,német,1
Zürich,1974,német,17
Zürich−Leipzig,1923,német,2
Zürich−Leipzig−Wien,1923,német,10
Zürich−Wien,1923,német,2
Zürich−Wien,1936,német,1
Zürich−Wien−Leipzig,1923,német,7
Zutphen,1869,holland,1
Zutphen,1875,holland,1
Zutphen,1929,holland,101
Zwolle,1953,holland,1
Алматы,1954,kazah,2
Алматы,1955,kazah,144
Алматы,1956,kazah,31
Алматы,1957,kazah,2
Алматы,1966,kazah,30
Алматы,1969,kazah,211
Алмута,1954,ujgur,10
Алтаы,1954,kazah,1
Ашгабат,1955,türkmén,89
Ашгабат,1959,türkmén,1
Ашхабад,1961,orosz,1
ӘФӘ,1961,baskir,55
ӘФӘ −,1961,baskir,1
Бакы,1948,türk,5
Бакы,1953,azerbajdzsán,2
Бакы,1956,azerbajdzsán,71
Бакы,1961,azerbajdzsán,1
Бакы,1964,azerbajdzsán,22
БАКЫ,1948,türk,2
"Барна, Държавно Иӡдателство ""Унгарска Панорама"" стр. 96","Барна, Държавно Иӡдателство ""Унгарска Панорама"" стр. 96.",bolgár,1
Беoград,1894,szerb,1
Беoград,1898,szerb,1
Београд,1880,szerb,1
Београд,1881,szerb,1
Београд,1890,szerb,1
Београд,1893,szerb,1
Београд,1894,szerb,1
Београд,1895,szerb,1
Београд,1927,szerb,3
Београд,1930,szerb,5
Београд,1940,szerb,2
Београд,1951,szerb,13
Београд,1952,szerb,22
Београд,1953,szerb,1
Београд,1956,szerb,4
Београд,1957,szerb,1
Београд,1962,szerb,1
Београд,1963,szerb,52
Београд,1964,szerb,65
Београд,1965,szerb,44
Београд,1966,szerb,1
Београд,1967,szerb,1
Београд,1969,szerb,3
"Бортневского 4° ""Мелкия Стихотворения"" томь 1. стр. 199","Бортневского 4° ""Мелкия Стихотворения"" томь 1. стр. 199.",orosz,1
Босанац Илустр. календар за годину,1908,szerb,1
Брой − 2. 43 Февруари стр. 31,Брой − 2. (43) Февруари стр. 31.,bolgár,1
Будалешт,1948,orosz,1
Будапешта,1948,szerb,1
Будапеща,1977,bolgár,15
Бударешт,1948,orosz,1
ВАКЫ,1948,türk,1
Варна,1895,bolgár,1
Варна,1969,bolgár,23
Веоград,1880,szerb,1
Веоград,1930,szerb,1
Вершец,1918,szerb,1
Владимир,1957,orosz,1
Влматы,1969,kazah,1
Воронеж,1938,orosz,1
Вудапешт,1955,orosz,1
Вудапешт,1956,orosz,2
Вудапешт,1971,orosz,1
Вудапеща,1977,bolgár,3
Государственное Издательство 56. Стр,Государственное Издательство 56. Стр.,orosz,1
Други педатци недестају,(Други педатци недестају),szerb,1
Душанбе,1964,tadzsik,29
Душанбе,1969,tadzsik,32
Екатеринбург,1893,orosz,1
Загреб,1895,szerb,1
"Золотая Нива ""Сокровища Русских и Иностранних Писателей""","Золотая Нива ""Сокровища Русских и Иностранних Писателей""",orosz,1
Ижевск,1954,udmurt,1
Ижевск,1975,orosz,15
Ижевск,1975,udmurt,16
"Исто то, Нови-Сад",1885,szerb,1
Казан,1955,tatár,11
Киев,1939,orosz,1
Київ,1949,ukrán,98
Київ,1954,ukrán,9
Київ,1955,ukrán,3
Київ,1956,ukrán,39
Київ,1959,ukrán,114
Київ,1960,ukrán,46
Київ,1961,ukrán,1
Київ,1963,ukrán,1
Київ,1964,ukrán,1
Київ,1965,ukrán,10
Київ,1966,ukrán,28
Київ,1967,ukrán,1
Київ,1969,ukrán,19
Київ,1972,ukrán,151
Київ,1973,ukrán,2
Київ,1974,ukrán,15
Кикинде,1882,szerb,1
Кишинэу,1953,moldva,1
Кишинэу,1954,moldva,103
Кишинэу,1967,moldva,1
Кнїв,1949,ukrán,2
Кнїв,1966,ukrán,1
Красно-Ярск,1942,orosz,1
Ленинград,1925,orosz,1
Ленинград,1926,orosz,2
Ленинград,1930,orosz,1
Ленинград,1931,orosz,1
Ленинград,1932,orosz,1
Ленинград,1933,orosz,1
Ленинград,1934,orosz,1
Ленинград,1952,orosz,1
Ленинград,1982,orosz,1
"Ленинград ,1932. ""Раскаты"" стр. 13. ЛЕН-ГИХЛ","Ленинград ,1932. ""Раскаты"" стр. 13. ЛЕН-ГИХЛ",orosz,1
"Литература"" № 3","Литература"" № 3.",orosz,1
"Литературы"" № 3. Стр. 167/168","Литературы"" № 3. Стр. 167/168.",orosz,1
Лондон,1880,orosz,1
Мiнск,1957,fehérorosz,19
Менск,1932,belorusz,1
Минск,1970,fehérorosz,69
Мінск,1957,fehérorosz,16
Мінск,1962,fehérorosz,30
Мовква,1925,orosz,1
Мовква,1927,orosz,3
Мовква,1952,orosz,2
Москвa,1933,orosz,1
москва,1949,orosz,1
Москва,1852,orosz,1
Москва,1855,orosz,1
Москва,1881,orosz,1
Москва,1889,orosz,1
Москва,1893,orosz,1
Москва,1895,orosz,2
Москва,1896,orosz,1
Москва,1899,orosz,1
Москва,1902,orosz,1
Москва,1906,orosz,5
Москва,1908,orosz,3
Москва,1910,orosz,5
Москва,1911,orosz,2
Москва,1913,orosz,1
Москва,1915,orosz,1
Москва,1923,orosz,1
Москва,1925,orosz,74
Москва,1927,orosz,48
Москва,1928,orosz,9
Москва,1929,orosz,5
Москва,1930,orosz,15
Москва,1931,orosz,44
Москва,1932,orosz,103
Москва,1933,orosz,22
Москва,1934,orosz,29
Москва,1935,orosz,42
Москва,1936,orosz,52
Москва,1937,orosz,13
Москва,1938,orosz,11
Москва,1939,orosz,15
Москва,1940,orosz,12
Москва,1941,orosz,19
Москва,1942,orosz,20
Москва,1943,orosz,3
Москва,1944,orosz,2
Москва,1945,orosz,4
Москва,1946,orosz,27
Москва,1947,orosz,18
Москва,1948,orosz,239
Москва,1949,orosz,90
Москва,1950,orosz,16
Москва,1951,orosz,37
Москва,1952,orosz,1147
Москва,1952,Orosz,1
Москва,1953,orosz,127
Москва,1954,orosz,44
Москва,1955,orosz,327
Москва,1956,orosz,70
Москва,1957,orosz,54
Москва,1958,orosz,596
Москва,1959,orosz,154
Москва,1960,orosz,527
Москва,1961,orosz,152
Москва,1962,orosz,361
