szerzo,magyar_cim,nyelv,count
ORAVECZ Imre,...a képzelet,francia,1
ORAVECZ Imre,...elfordítva,francia,1
FEHÉR Ferenc,...és szőke haja nőtt a fűnek,horvát,1
ORAVECZ Imre,...fövény,francia,1
ORAVECZ Imre,...friss törés,francia,1
ARANY János,"""A hazáról""",román,1
NAGY Sándor (K),"""A katonát, aki a felszabadulást hozta, nem lehet elfelejteni"" (?)",német,1
DOBOZY Imre,"""A királynő zsámolya""",orosz,2
NAGY István,"""A vizsgálat megindult""",román,1
GÁBOR Andor,"""Állam nélküli társadalom"" kocsma (?)",román,1
HIDAS Antal,"""Barátság"" és ""Munka""",orosz,1
HIDAS Antal,"""Barátság"" és ""Munka"" − Folyik a pör",orosz,1
ÖRKÉNY István,"""Bello bambino""",francia,1
SULYOK Vince,"""Cut and run""",angol,1
LÁNYI Sarolta,"""Életem szerelme""",kazah,1
WEÖRES Sándor,"""Elysium""-ból",olasz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,"""Éppen úgy"" sógor története − Szentmártoni: Székely népmesék 12. sz. 93. l.",német,1
SZABÓ Lőrinc,"""Ércnél maradandóbb""",német,1
RADNÓTI Miklós,"""És szólt és beszélt vala Káin Ábellel:""",francia,1
RADNÓTI Miklós,"""És szólt és beszélt vala Káin Ábellel:""",német,1
FÜST Milán,"""Ha csontjaimat meg kelletik adni""",angol,1
FÜST Milán,"""Ha csontjaimat meg kelletik adni""",francia,1
FÜST Milán,"""Ha csontjaimat meg kelletik adni""",lengyel,1
FÜST Milán,"""Ha csontjaimat meg kelletik adni""",német,1
ÖRKÉNY István,"""Home, sweet home""",francia,1
ÖRKÉNY István,"""In our time""",német,2
ÖRKÉNY István,"""In our time""",lengyel,1
ÖRKÉNY István,"""In our time""",orosz,1
JÓZSEF Attila,"""Költőnk és kora"" − Utolsó versek 1936−37",szerb,1
JAKUS Imre,"""Ma ballagott volna""",finn,1
BALLA László,"""Mikor az éjszakában""",orosz,1
FÜST Milán,"""Nagy csöndesség volt és nehéz sötét eső után"" − Levél az ifjúságról",makedón,1
LÁNYI Sarolta,"""Nem könnyű""",kazah,1
SZABÓ Lőrinc,"""Nem!""",román,1
KISS József,"""Noémi""-ből",német,1
MÉCS László,"""Óh, kedves kicsi teremtmény""",angol,1
HIDAS Antal,"""Petőfi álmodott róla""",orosz,1
WEÖRES Sándor,"""Rongyszőnyeg"" ciklusból",svéd,2
WEÖRES Sándor,"""Rongyszőnyeg"" ciklusból",szlovák,1
TANDORI Dezső,"""S gyorsan anyám, mert nagyon sietek? Hová?""",angol,1
TANDORI Dezső,"""S gyorsan anyám, mert nagyon sietek""",angol,1
HIDAS Antal,"""S néznek majd szemembe""",orosz,2
ILLÉS Béla,"""Tanulni kell az öregektől""",orosz,1
ADY Endre,"""Te előtted volt"" − A halottak élén",olasz,2
WEÖRES Sándor,"""Te zuhogó, vad hegyipatak""",svéd,1
ÖRKÉNY István,"""Torschlusspanik""",francia,1
MADARÁSZ Emil,"""Tu 104""",orosz,1
GÁBOR Andor,"""Über allen Gipfeln""",holland,1
KARINTHY Frigyes,"""Világegyetem"" gumisarok",szlovák,1
JÓZSEF Attila,(: A kövezeten :),angol,1
JÓZSEF Attila,(: A nagy városokat :),angol,1
PÁSKÁNDI Géza,(: A Sebezhetőben :),német,1
PÁSKÁNDI Géza,(: A Szó gyomrában :),német,1
JÓZSEF Attila,(: Ahol a szabadság :),angol,1
JÓZSEF Attila,(: Aludj :),angol,1
JÓZSEF Attila,(: Anyám meghalt :),angol,1
JÓZSEF Attila,(: Arcuk egy-egy kis külváros :),angol,1
JÓZSEF Attila,(: Az én szívem :),örmény,1
JÓZSEF Attila,(: Csendes kévébe :),angol,1
JÓZSEF Attila,(: Drága barátaim... :),angol,1
JÓZSEF Attila,(: Én nem tudom... :),angol,1
JÓZSEF Attila,(: És testem végül :),angol,1
BABITS Mihály,(: Hányan sírják panaszolva :),szlovák,1
JÓZSEF Attila,(: Hová forduljon az ember... :),angol,1
JÓZSEF Attila,"(: Íme, hát megleltem hazámat :)",francia,1
JÓZSEF Attila,"(: Íme, hát megleltem hazámat :)",ukrán,1
JÓZSEF Attila,(: Karóval jöttél :),angol,1
JÓZSEF Attila,(: Karóval jöttél :),francia,1
JÓZSEF Attila,(: Kásásodik a víz... :),angol,1
JÓZSEF Attila,(: Ki lapengedélyt nekem nem adott :),angol,1
JÓZSEF Attila,(: Lesz lágy hús :),angol,1
JÓZSEF Attila,(: Magyarország messzire van :),angol,1
JÓZSEF Attila,(: Már régesrég :),angol,1
JÓZSEF Attila,(: Már sokszor alszom úgy :),angol,1
JÓZSEF Attila,(: Miként a tiszta űrben :),angol,1
JÓZSEF Attila,(: Mint a Tejút :),angol,1
JÓZSEF Attila,(: Mióta egyéb nagy írót :),angol,1
JÓZSEF Attila,(: Ne légy szeles :),angol,1
JÓZSEF Attila,(: NÉHA SZIGETEK :),angol,1
JÓZSEF Attila,(: Ó Európa :),angol,1
JÓZSEF Attila,(: Óh boldog az... :),angol,1
JÓZSEF Attila,(: Ördög farába :),angol,1
JÓZSEF Attila,(: Ős patkány terjeszt kórt :),angol,1
JÓZSEF Attila,(: Segítsetek... :),angol,1
JÓZSEF Attila,(: Szegény ember hova menjen? :),angol,1
PÁSKÁNDI Géza,(: Szépek a fiatal költők :) Progamvers,német,1
JÓZSEF Attila,(: Szólj hát... :),angol,1
JÓZSEF Attila,(: Tizenöt éve... :),angol,1
BABITS Mihály,(: Töredékek :) Előbb az orgona nyílott...,szlovák,1
JÓZSEF Attila,(: Zöld napsütés hintált... :),angol,1
LÁNYI Sarolta,"(""Írok a fiamnak"")",kazah,1
JÓZSEF Attila,(A gép elkapta),orosz,1
JÓZSEF Attila,(A hallgatag gép),orosz,1
JÓZSEF Attila,(A kövezeten...),orosz,1
JÓZSEF Attila,(A kövezeten),bolgár,1
JÓZSEF Attila,(A kövezeten),lett,1
BÍRÓ Lajos,(A) japán (?),román,1
JÓKAI Mór,(A) kardvas és a villám − Milyenek a férfiak?,német,2
JÓKAI Mór,(A) kardvas és a villám − Milyenek a férfiak?,cseh,1
ADY Endre,(A) menekülő Élet. − (részlet),cseh,1
ADY Endre,(A) néma madarak − Vér és arany,lengyel,1
MÓRICZ Zsigmond,(A) Végvacsora (?),francia,1
JÓZSEF Attila,(Arany kalásztól),orosz,1
JÓZSEF Attila,(Arcodon könnyed ott ragadt),orosz,1
JÓZSEF Attila,(Az én szívem sokat),spanyol,1
JÓZSEF Attila,(Az én szívem),orosz,1
ADY Endre,(Az én) sírásom − Az Illés szekerén,német,1
ADY Endre,(Az) Isten-kereső lárma − A Minden-Titkok versei,német,1
KASSÁK Lajos,(Címtelen versek) XXIV.,orosz,1
JÓZSEF Attila,(Csak az olvassa...),ukrán,1
JÓZSEF Attila,(Csak most),orosz,1
JÓZSEF Attila,(Csodálkozó bogarak közt),szerb,1
JÓZSEF Attila,(De szeretnék),orosz,1
JÓZSEF Attila,"(Drága barátaim, kik gondoltok)",spanyol,1
JÓZSEF Attila,(Drága barátaim....),román,1
JÓZSEF Attila,(Drága barátaim),orosz,1
JÓZSEF Attila,(Én költő vagyok...),román,1
JÓZSEF Attila,(Én költő vagyok),orosz,1
JÓZSEF Attila,"(Én, ki emberként)",orosz,1
JÓZSEF Attila,"(Én, kis emberként)",lett,1
BABITS Mihály,(Fél három) − Verses napló,szlovák,1
JÓZSEF Attila,"(Ha lelked, logikád)",orosz,1
JÓZSEF Attila,"(Ha lelked, logikád)",spanyol,1
JÓZSEF Attila,(Haszon) − Medvetánc,spanyol,1
LÁNYI Sarolta,(Hej szív!...),kazah,1
JÓZSEF Attila,(Hová forduljon az ember),orosz,1
JÓZSEF Attila,(jön a vihar),orosz,1
JÓZSEF Attila,(Le vagyok győzve),orosz,1
TANDORI Dezső,(Mondjuk:) Koan 1970-ből,francia,1
RADNÓTI Miklós,(Most fölfújom),olasz,1
JÓZSEF Attila,(Ne légy szeles...),román,1
JÓZSEF Attila,(Ne légy szeles...),spanyol,1
BABITS Mihály,(Nyolc óra) − Verses napló,szlovák,1
JÓZSEF Attila,(Ó Europa),francia,1
JÓZSEF Attila,(Ó Európa),francia,3
JÓZSEF Attila,(Olyan bolond vagy...),ukrán,1
JÓZSEF Attila,(Ős patkány terjeszt kórt),ukrán,1
JÓZSEF Attila,(Pásztortánc) Aki dudás akar lenni...,francia,1
BABITS Mihály,(Reggeli hat óra) − Verses napló,szlovák,1
JÓZSEF Attila,(Repedt kályhámon),orosz,1
JÓZSEF Attila,(Szállj költemény),orosz,1
JÓZSEF Attila,"(Száradok, törődöm...)",francia,2
JÓZSEF Attila,"(Száradok, törődöm)",orosz,1
JÓZSEF Attila,(Talán eltűnök hirtelen),francia,1
JÓZSEF Attila,(Talán eltűnök hirtelen),orosz,1
JÓZSEF Attila,(Ti jók vagytok mindannyian),román,1
JÓZSEF Attila,(Tizenöt éve),orosz,1
JÓZSEF Attila,(Visz a vonat),holland,1
MAGYAR NÉPKÖLTÉS − VERS,(Vitéz) Oláh Gerő dala − Erdélyi I. 379. vers,német,2
JÓZSEF Attila,"(Zúgó, fehér...)",román,1
JÓZSEF Attila,[A hallgatag gép...],román,1
JÓZSEF Attila,[Ahol a szabadság],román,1
JÓZSEF Attila,[Állás nélkül...],román,1
SZABÓ Magda,1 Moses 22,francia,1
SZABÓ Magda,1 Moses 22,svéd,1
KASSÁK Lajos,1.,német,1
KASSÁK Lajos,10.,német,1
KASSÁK Lajos,100,olasz,1
PATAI József,1001 éjszaka,román,1
MALONYAY Dezső,1002 Éjszaka meséiből,román,1
KASSÁK Lajos,11.,német,1
KASSÁK Lajos,12.,német,1
ÖRKÉNY István,13,francia,1
KASSÁK Lajos,13.,német,1
KASSÁK Lajos,14.,német,1
JÓZSEF Attila,15 nap üvegbura alatt − (próza),német,1
PETŐFI Sándor,"15-dik március, 1848.",német,12
PETŐFI Sándor,"15-dik március, 1848.",orosz,8
PETŐFI Sándor,"15-dik március, 1848.",olasz,4
PETŐFI Sándor,"15-dik március, 1848.",cseh,3
PETŐFI Sándor,"15-dik március, 1848.",francia,3
PETŐFI Sándor,"15-dik március, 1848.",albán,1
PETŐFI Sándor,"15-dik március, 1848.",angol,1
PETŐFI Sándor,"15-dik március, 1848.",arab,1
PETŐFI Sándor,"15-dik március, 1848.",bolgár,1
PETŐFI Sándor,"15-dik március, 1848.",eszperantó,1
PETŐFI Sándor,"15-dik március, 1848.",észt,1
PETŐFI Sándor,"15-dik március, 1848.",kínai,1
PETŐFI Sándor,"15-dik március, 1848.",mongol,1
PETŐFI Sándor,"15-dik március, 1848.",perzsa,1
PETŐFI Sándor,"15-dik március, 1848.",vietnami,1
KASSÁK Lajos,15.,német,1
GERGELY Sándor,1514.,orosz,1
GERGELY Sándor,1514. (Úriszék),cseh,1
GERGELY Sándor,1514. A nagy tábor,cseh,1
GERGELY Sándor,1514. Tüzes trónus,cseh,1
KASSÁK Lajos,16.,német,1
KASSÁK Lajos,17.,német,1
ÖRKÉNY István,170−100,orosz,1
ÖRKÉNY István,170−100,román,1
KASSÁK Lajos,18.,német,1
PETŐFI Sándor,1848.,német,4
PETŐFI Sándor,1848.,orosz,4
PETŐFI Sándor,1848.,albán,2
PETŐFI Sándor,1848.,angol,2
GELLÉRT Oszkár,1848.,orosz,1
PETŐFI Sándor,1848.,azerbajdzsán,1
PETŐFI Sándor,1848.,finn,1
PETŐFI Sándor,1848.,francia,1
PETŐFI Sándor,1848.,lengyel,1
PETŐFI Sándor,1848.,olasz,1
PETŐFI Sándor,1848.,spanyol,1
PETŐFI Sándor,1848.,ukrán,1
PETŐFI Sándor,1848. (az égen),bolgár,1
PETŐFI Sándor,1848. (te csillag),bolgár,1
PETŐFI Sándor,1848. (te csillag),finn,1
PETŐFI Sándor,1848. (te csillag),francia,1
PETŐFI Sándor,1848. (Te csillag),német,6
PETŐFI Sándor,1848. (Te csillag),orosz,6
PETŐFI Sándor,1848. (Te csillag),olasz,4
PETŐFI Sándor,1848. (Te csillag),ukrán,2
PETŐFI Sándor,1848. (Te csillag),arab,1
PETŐFI Sándor,1848. (Te csillag),francia,1
PETŐFI Sándor,1848. (Te csillag),kazah,1
PETŐFI Sándor,1848. (Te csillag),kínai,1
PETŐFI Sándor,1848. (Te csillag),kirgiz,1
PETŐFI Sándor,1848. (Te csillag),lengyel,1
PETŐFI Sándor,1848. (Te csillag),moldva,1
PETŐFI Sándor,1848. (Te csillag),román,1
PETŐFI Sándor,1848. − Martius 15.,német,1
PETŐFI Sándor,1848. január 9. Debrecen,orosz,1
KOSSUTH Lajos,"1848. július 11.-i beszéde (Uraim, midőn a szószékre...)",német,1
PETŐFI Sándor,1848. március 11.,német,2
PETŐFI Sándor,1848. március 11.,angol,1
PETŐFI Sándor,1848. március 11.,francia,1
PETŐFI Sándor,1848. március 11.,kínai,1
PETŐFI Sándor,1848. március 11.,lengyel,1
PETŐFI Sándor,1848. március 11.,orosz,1
PETŐFI Sándor,1848. március 15.,cseh,1
PETŐFI Sándor,1848. Martius 11.,német,1
PETŐFI Sándor,1848. mártius 11.,német,1
PETŐFI Sándor,1848. Mártius 15.,albán,1
PETŐFI Sándor,1848. te csillag,olasz,1
BATTHYÁNY Lajos gróf,1849.,német,1
PETŐFI Sándor,1849.,örmény,1
PETŐFI Sándor,1849.,orosz,1
TÓTH Kálmán,1853. áprilisában (?),német,1
MÓRICZ Zsigmond,1886 februárban beteg voltam,román,1
KASSÁK Lajos,19.,német,1
KISS Jenő,1907.,román,1
KASSÁK Lajos,1918,olasz,1
BARTA Sándor,1919.,francia,1
KÓS Károly,1919.,német,1
NAGY Lajos,1919. május,német,3
NAGY Lajos,1919. május,orosz,2
NAGY Lajos,1919. május,bolgár,1
NAGY Lajos,1919. május,finn,1
NAGY Lajos,1919. május,francia,1
NAGY Lajos,1919. május,lengyel,1
NAGY Lajos,1919. május,román,1
TASS József,1919. március 21.,orosz,1
HIDAS Antal,1919−1937. március 21.,orosz,1
ILLYÉS Gyula,1926. július (Rákosi),francia,1
NAGY Lajos,1930. július,német,1
NAGY Lajos,1930. július,orosz,1
HIDAS Antal,1930. szeptember 1.,orosz,1
DÉRY Tibor,1930. szeptember elseje − Felelet részlete,lengyel,1
RADNÓTI Miklós,1931. április 19.,német,1
RADNÓTI Miklós,1931. április 19.,olasz,1
RADNÓTI Miklós,1931. április 19.,szlovák,1
RADNÓTI Miklós,1931. április 19. − Lábadozó szél,cseh,1
RADNÓTI Miklós,1931. december 8.,szlovák,1
RADNÓTI Miklós,1931. december 8. (Főtárgyalás) − Lábadozó szél,angol,1
RADNÓTI Miklós,1931. december 8. − Lábadozó szél,cseh,1
RADNÓTI Miklós,1932 július 7.,olasz,1
RADNÓTI Miklós,1932 október 6.,olasz,1
RADNÓTI Miklós,1932 október 6.,orosz,1
RADNÓTI Miklós,1932. április 24.,olasz,2
RADNÓTI Miklós,1932. április 24.,orosz,1
RADNÓTI Miklós,1932. február 17.,német,1
RADNÓTI Miklós,1932. JANUÁR 17.,olasz,1
RADNÓTI Miklós,1932. május 5.,német,1
RADNÓTI Miklós,1932. október 6.,német,1
ORBÁN Ottó,"1937 − Részlet a ""Gyökér a földben"" c. ciklusból",francia,1
ILLÉS Béla,1939. szeptember 1.,német,1
VAS István,1944. június 6.,ukrán,1
VAS István,1944. június 6. − Márciustól−márciusig 1944−45.,francia,1
HIDAS Antal,1944. március 19.,orosz,2
BALOGH Edgár,1948. március 15. (?),román,1
ZELK Zoltán,1949. május 16.,orosz,3
CSIGHY Sándor,1956-os mozaik (?),angol,1
MADARÁSZ Emil,1956. novembere,orosz,1
KOVÁCS Rózsa (Páll),1956. október 23. (?),angol,1
KASSÁK Lajos,2.,német,1
KASSÁK Lajos,20.,német,1
FEKETE István,21 nap,lengyel,1
SRÉTER Kálmán,21. dal,német,1
KASSÁK Lajos,23. Kórterem,román,1
KASSÁK Lajos,3.,német,1
KASSÁK Lajos,31.,francia,1
MÁRAI Sándor,31.,olasz,1
MÁRAI Sándor,37.,olasz,1
ZELK Zoltán,373,francia,1
MÁRAI Sándor,38.,olasz,1
KASSÁK Lajos,4.,német,1
MÁRAI Sándor,40.,olasz,1
KASSÁK Lajos,41.,francia,1
ILLÉS Béla,43-as Barakk,ukrán,1
JÓKAI Anna,4447,lengyel,1
KASSÁK Lajos,49,német,1
KASSÁK Lajos,5.,német,1
GÁL László,53,szerb,2
GÁL László,55,szerb,1
"PRUDHOMMEAUX, André−HUBAY Miklós",6 József Attila vers,francia,1
KASSÁK Lajos,6.,német,1
KASSÁK Lajos,7.,német,1
KASSÁK Lajos,77.,olasz,1
KASSÁK Lajos,8.,német,1
KASSÁK Lajos,80,eszperantó,1
KASSÁK Lajos,83,eszperantó,1
KASSÁK Lajos,85,eszperantó,1
KASSÁK Lajos,85,olasz,1
KASSÁK Lajos,85.,eszperantó,1
KASSÁK Lajos,89.,eszperantó,1
KASSÁK Lajos,89.,olasz,1
ILLYÉS Gyula,"9, rue Budé",horvát,1
ILLYÉS Gyula,"9, rue Budé",lengyel,1
ILLYÉS Gyula,"9, Rue Budé",francia,2
KASSÁK Lajos,9.,német,1
ILLYÉS Gyula,9. Rue Budé,cseh,1
ILLYÉS Gyula,9. Rue Budé,francia,1
KASSÁK Lajos,9−12 óra között,szlovák,1
KASSÁK Lajos,90.,olasz,2
KASSÁK Lajos,97,olasz,1
KOSZTOLÁNYI Dezső,"A ""Becsületes város"" (Esti Kornél IV. fej.)",német,1
KÖNNYŰ László,"A ""Die schlafende Griechin"" hegyhez",német,1
ADY Endre,"A ""Dies irae"" − A halottak élén",német,3
JUHÁSZ Gyula,"A ""Győzteseknek"" (Az építők)",orosz,1
ADY Endre,"A ""Két Elefánt""",román,1
MIKSZÁTH Kálmán,"A ""királyné szoknyája"" − A jó palócok",angol,1
MIKSZÁTH Kálmán,"A ""királyné szoknyája"" − A jó palócok",dán,1
MIKSZÁTH Kálmán,"A ""királyné szoknyája"" − A jó palócok",francia,1
MIKSZÁTH Kálmán,"A ""királyné szoknyája"" − A jó palócok",német,1
MIKSZÁTH Kálmán,"A ""királyné szoknyája"" − A jó palócok",orosz,1
MIKSZÁTH Kálmán,"A ""királyné szoknyája"" − A jó palócok",szlovák,1
MIKSZÁTH Kálmán,"A ""kis róka""",orosz,1
SZENTJÓBY Tamás,"A ""Költészet"" c. ciklusból",német,1
PETŐFI Sándor,"A ""Közlöny"" szerkesztőjéhez",orosz,1
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára",olasz,3
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára",angol,2
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára",német,2
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára",orosz,2
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára",horvát,1
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára",lett,1
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára",szlovák,1
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára − Tajtékos ég",cseh,1
RADNÓTI Miklós,"A ""Meredek út"" egyik példányára − Tajtékos ég",orosz,1
MÉLIUSZ József,"A ""Pardis Cukrászda"" proletárjai",román,1
PETŐFI Sándor,"A ""Pesti Hírlap"" szerkesztőjéhez",orosz,1
WEÖRES Sándor,"A ""Rongyszőnyeg"" sorozatból",horvát,1
WEÖRES Sándor,"A ""Rongyszőnyeg"" sorozatból",lengyel,1
WEÖRES Sándor,"A ""Rongyszőnyeg"" sorozatból",olasz,1
TÓTH Kálmán,"A ""sápadt asszony""",német,1
NAGY István,"A ""szihológus""",román,1
PILINSZKY János,"A ""Teremtő Képzelet"" sorsa korunkban",német,1
TAMÁSI Lajos,"A ""Tüzes nyíl"" olvasása után",lengyel,1
BAGHY Gyula,"A ""világ mezején"" (?)",eszperantó,1
HELTAI Jenő,A 111-es,olasz,2
HELTAI Jenő,A 111-es,francia,1
HELTAI Jenő,A 111-es,horvát,1
HELTAI Jenő,A 111-es,német,1
HELTAI Jenő,A 111-es,spanyol,1
HELTAI Jenő,A 111-es,svéd,1
HELTAI Jenő,A 13-as (?),portugál,1
BERKESI András,A 13. ügynök,bolgár,1
ÖRKÉNY István,A 137. zsoltár,lengyel,1
REJTŐ Jenő,A 14 karátos autó,angol,1
ILLÉS Béla,A 43. számú barakk − novellák,orosz,1
ZALKA Máté,A 7-es latrina,kazah,1
SZENES Béla,A 79-es villamos vőlegénye (?),spanyol,1
SZENES Béla,A 79-es vőlegénye (?),portugál,1
SZENES Béla,A 79-es vőlegénye (?),spanyol,1
BALLA László,A 9299-es dömper. Novella,orosz,1
BALLA László,A 9299-es dömper. Novella,ukrán,1
TARDOS Tibor,A B C,francia,1
TARDOS Tibor,A B C,német,1
WEÖRES Sándor,A Bab el Mandeb-en,román,1
WEÖRES Sándor,A Bab-el-Mandeb-en,lengyel,1
BARTA Lajos,A bába,német,1
NAGY Lajos,A babona,román,1
FÁY András,A bagoly,német,1
MIKSZÁTH Kálmán,A bágyi csoda,román,2
MIKSZÁTH Kálmán,A bágyi csoda,angol,1
MIKSZÁTH Kálmán,A bágyi csoda,dán,1
MIKSZÁTH Kálmán,A bágyi csoda,francia,1
MIKSZÁTH Kálmán,A bágyi csoda,német,1
MIKSZÁTH Kálmán,A bágyi csoda,orosz,1
JÓKAI Mór,A bajadére − Véres könyv,német,1
JÓKAI Mór,A bajadére − Véres könyv,szlovák,1
DORMÁNDY László,A bajhozó tündér,francia,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bajmóci várúr − Szeghalmi Gy. A Vágvidék mondaköre Bp. 1904. 123. l.,francia,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A bajmóci várúr − Szeghalmi Gy. A Vágvidék mondaköre Bp. 1904. 123. l.,holland,1
TOMPA Mihály,A bajnokfű,német,1
ARANY János,A bajusz,német,1
ARANY János,A bajusz,orosz,1
ARANY János,A bajusz,szlovák,1
KARIKÁS Frigyes,A bajusz,orosz,1
KARIKÁS Frigyes,A bajusz,román,1
MAGYAR NÉPKÖLTÉS − VERS,"A bakancsom el akarnám cserélni − MNGY I. 284. lap, 9. dal",finn,1
MAGYAR NÉPKÖLTÉS − VERS,A bakonyi nagy erdőben születtem − Ethnol. Mitt. 1887. 3. sz.,német,1
JUHÁSZ Gyula,A bakter,szlovák,1
GÁDOR Béla,A bal alsó hatos,német,1
KORODA Pál,A bál után,német,1
BARTÓK Lajos,A Balaton,német,1
GARAI János,A Balaton,német,1
BERZSENYI Dániel,A Balaton − Marthissonhoz,latin,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A Balaton eredete − Davorka Relkovic: Balatoni helyi mondák. Ethnogr. 1916. 282. l.,angol,2
MAGYAR NÉPKÖLTÉS − PRÓZA,A Balaton eredete − Davorka Relkovic: Balatoni helyi mondák. Ethnogr. 1916. 282. l.,holland,1
VÁTH János,A Balaton levegőjén (?),német,1
JÓKAI Mór,A Balaton partján,cseh,1
VACHOTT Sándor,A Balaton vidéke,német,1
JÓKAI Mór,A Balaton vőlegényei − Túl a láthatáron,észt,3
JÓKAI Mór,A Balaton vőlegényei − Túl a láthatáron,cseh,1
BENEDEK Elek,A balatoni kecskekörmök,eszperantó,1
ILLYÉS Gyula,A Balatonnál,német,1
LECHNER Gyula,A Balatonnál (?),német,1
HERCZEG Ferenc,A báli ruha − Mutamur,német,2
HERCZEG Ferenc,A báli ruha − Mutamur,finn,1
HERCZEG Ferenc,A báli ruha − Mutamur,olasz,1
HERCZEG Ferenc,A báli ruha − Mutamur,orosz,1
BERCZIK Árpád,A bálkirálynő,francia,1
JÓKAI Mór,A baloldal az igazi reformpárt,német,1
MIKSZÁTH Kálmán,A Balothy-Dominium − Urak és parasztok,cseh,1
MIKSZÁTH Kálmán,A Balothy-Dominium − Urak és parasztok,német,1
MIKSZÁTH Kálmán,A Balothy-Dominium − Urak és parasztok,szlovák,1
FARKAS Imre,A balti tenger (?),angol,1
BETHLEN Margit,A bálvány (?),olasz,1
MOLNÁR Ferenc,A bálvány és imádója (?),angol,1
JÓZSEF Attila,A bánat,dán,1
JÓZSEF Attila,A bánat,olasz,1
JÓZSEF Attila,A bánat,szlovák,1
JÓZSEF Attila,A bánat − Medvetánc,olasz,1
JÓZSEF Attila,A bánat − Szépség koldusa,olasz,4
JÓZSEF Attila,A bánat − Szépség koldusa,orosz,3
JÓZSEF Attila,A bánat − Szépség koldusa,szlovák,1
PETŐFI Sándor,A bánat egy nagy óceán,lengyel,1
PETŐFI Sándor,A bánat egy nagy óceán,olasz,1
PETŐFI Sándor,A bánat egy nagy óceán,orosz,1
PETŐFI Sándor,"A bánat, egy nagy óceán",kazah,1
PETŐFI Sándor,"A bánat, egy nagy óceán",kirgiz,1
PETŐFI Sándor,"A bánat, egy nagy óceán",olasz,1
PETŐFI Sándor,A bánat: egy nagy óceán,román,1
PETŐFI Sándor,A bánat? egy nagy oceán,francia,1
PETŐFI Sándor,A bánat? egy nagy oceán,japán,1
PETŐFI Sándor,A bánat? egy nagy oceán,koreai,1
PETŐFI Sándor,A bánat? egy nagy óceán,orosz,3
PETŐFI Sándor,A bánat? egy nagy óceán,angol,2
PETŐFI Sándor,A bánat? egy nagy óceán,bolgár,2
PETŐFI Sándor,A bánat? egy nagy óceán,örmény,2
PETŐFI Sándor,A bánat? egy nagy óceán,lengyel,1
PETŐFI Sándor,A bánat? egy nagy óceán,olasz,1
PETŐFI Sándor,A bánat? egy nagy óceán,román,1
PETŐFI Sándor,A bánat? Egy nagy óceán,német,16
PETŐFI Sándor,A bánat? Egy nagy óceán,olasz,7
PETŐFI Sándor,A bánat? Egy nagy óceán,orosz,5
PETŐFI Sándor,A bánat? Egy nagy óceán,francia,3
PETŐFI Sándor,A bánat? Egy nagy óceán,horvát,2
PETŐFI Sándor,A bánat? Egy nagy óceán,kínai,2
PETŐFI Sándor,A bánat? Egy nagy óceán,baskir,1
PETŐFI Sándor,A bánat? Egy nagy óceán,dán,1
PETŐFI Sándor,A bánat? Egy nagy óceán,eszperantó,1
PETŐFI Sándor,A bánat? Egy nagy óceán,héber,1
PETŐFI Sándor,A bánat? Egy nagy óceán,japán,1
PETŐFI Sándor,A bánat? Egy nagy óceán,román,1
PETŐFI Sándor,A bánat? Egy nagy óceán,svéd,1
PETŐFI Sándor,A bánat? Egy nagy óceán,vietnami,1
PETŐFI Sándor,A bánat? Egy nagy óceán.,eszperantó,1
REVICZKY Gyula,A bánatból − Változatok,német,1
KISFALUDY Károly,A bánkódó férj,német,2
KISFALUDY Károly,A bánkódó férj,angol,1
KISFALUDY Károly,A bánkódó férj,román,1
MOLNÁR Ferenc,A bánya,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,"A bányarém − Versényi Felv. ""Ethnogr."" 1889. I.",francia,1
MAGYAR NÉPKÖLTÉS − PRÓZA,"A bányarém − Versényi Felv. ""Ethnogr."" 1889. I.",holland,1
LUKÁCS Béla,A bányász condrája. Az arany rabjai,német,1
ÖLVÉDI László,A bányász dala,angol,1
NÉMETH László,A barát,német,1
JÓKAI Mór,A barátfalvi lévita,észt,1
JÓKAI Mór,A barátfalvi lévita,német,1
WEÖRES Sándor,A barátnő (?),olasz,1
BALÁZS Béla,A barátok,szlovák,1
MAGYAR NÉPKÖLTÉS − PRÓZA,A barátok (?) − Mednyánszky (Budavár visszafoglalásáról),német,1
FÁY András,A barátság oszlopa,német,1
VIRÁG Benedek,A barátságnak,német,1
FÁY András,A barázda-billegető,német,1
GÁL László,A bárd újévi dala,szerb,1
JÓKAI Mór,A Bárdy család,olasz,1
JÓKAI Mór,A Bárdy család − Csataképek,cseh,1
JÓKAI Mór,A Bárdy család − Csataképek,finn,1
