szerzo,magyar_cim,nyelv,count
FÖLDES Péter,Drámai küldetés,orosz,1
HÁY Gyula,Drámák.,német,1
MAROTHY Jenő,"Drapák érzi a tavaszt − Új urak, régi hegyek között",francia,1
KÖLCSEY Ferenc,Drégely,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Drégely vára − Tinódi − Régi Magyar Költők Tára III. 92. lap,holland,1
HIDAS Antal,Dübörög a földünk fölött − vers,orosz,1
JUHÁSZ Gyula,Dúdolgatok,szlovák,1
JÓZSEF Attila,Dúdoló,olasz,2
JÓZSEF Attila,Dúdoló,orosz,2
JÓZSEF Attila,Dúdoló,román,2
JÓZSEF Attila,Dúdoló,spanyol,2
JÓZSEF Attila,Dúdoló,bolgár,1
JÓZSEF Attila,Dúdoló,szlovák,1
JÓZSEF Attila,"Dúdoló − Nincsen apám, se anyám",francia,3
JÓZSEF Attila,"Dúdoló − Nincsen apám, se anyám",finn,1
JÓZSEF Attila,"Dúdoló − Nincsen apám, se anyám",héber,1
JÓZSEF Attila,"Dúdoló − Nincsen apám, se anyám",lengyel,1
JÓZSEF Attila,"Dúdoló − Nincsen apám, se anyám",olasz,1
JÓZSEF Attila,"Dúdoló − Nincsen apám, se anyám",orosz,1
JÓZSEF Attila,"Dúdoló − Nincsen apám, se anyám",szlovák,1
TÁBORI Piroska,Dugó Dani,olasz,1
TÁBORI Piroska,Dugó Dani a nagy varázsló,olasz,2
TÁBORI Piroska,Dugó Dani a nagyvárosban,olasz,1
TÁBORI Piroska,Dugó Dani az építész,olasz,1
TÁBORI Piroska,Dugó Dani csodálatos élete,olasz,1
TÁBORI Piroska,Dugó Dani és barátai,olasz,1
TÁBORI Piroska,Dugó Dani újabb kalandjai,olasz,2
ILLYÉS Gyula,Düh,francia,1
ADY Endre,"Dühödt, halálos harcban − A menekülő Élet",cseh,1
KÁNYÁDI Sándor,Dukich Emil születésnapja,angol,1
KARINTHY Ferenc,Dukich Emil születésnapja,angol,1
KARINTHY Ferenc,Dukich Emil születésnapja,svéd,1
KARINTHY Ferenc,Dukics Emil születésnapja,angol,1
KARINTHY Ferenc,Dukics Emil születésnapja,hindi,1
ILLYÉS Gyula,Dűlő-út − Hűtlen jövő,francia,1
KARNER Ágoston,Dűlőúton (?),német,1
MAGYAR NÉPKÖLTÉS − VERS,"Duna, Duna, széles Duna!",német,1
SZÉCHENYI István,Dunahajózás,német,1
HIDAS Antal,Dunahidak,orosz,3
KRÚDY Gyula,Dunai életmentő,svéd,1
ADY Endre,Dunai koporsója (?) − Nagykároly és Vidéke 1913. okt. 1.,román,1
NAGY László,Dunántúli béke,német,1
TÓTH Gyula,Dunapentelei álom,lengyel,1
CSATHÓ Kálmán,Dunári keringő − Juliska,svéd,1
BARANYI Ferenc,Dunáról fúj a szél,olasz,1
CSOÓRI Sándor,Dünnyögő,francia,1
LENKEI Henrik,Dürer imája,német,1
MOLDOVA György,"Dürr, a tolvajok réme",lengyel,1
TÓTH Árpád,Duruzsoló tűznél,olasz,1
ADY Endre,Dús lovag násza − Vér és arany,német,2
ADY Endre,Dús lovag násza − Vér és arany,héber,1
ADY Endre,Dús lovag násza − Vér és arany,makedón,1
KARINTHY Frigyes,"Dux, ducis",román,1
GARAI Gábor,Dzsessz,francia,1
SZABÓ Lőrinc,Dzsuang-Dszi álma (?),német,1
SZABÓ Lőrinc,Dzsuang-Dszi álma (?),olasz,1
BALÁZS Béla,Dzsungfu csodálatos változásai (?),német,1
ILLYÉS Gyula,E földön,francia,1
ILLYÉS Gyula,E földön,norvég,1
PETŐFI Sándor,E gazdag úr,angol,1
PETŐFI Sándor,E gazdag úr,észt,1
PETŐFI Sándor,E gazdag úr,olasz,1
PETŐFI Sándor,E gazdag úr....,német,9
PETŐFI Sándor,E gazdag úr....,olasz,2
PETŐFI Sándor,E gazdag úr....,cseh,1
PETŐFI Sándor,E gazdag úr....,szlovák,1
VAJDA János,E gondolattól ójad,német,1
BENJÁMIN László,E kisvárosban,orosz,1
LADÁNYI Mihály,E korban (?),francia,1
ADY Endre,E nagy tivornyán − A halottak élén,eszperantó,2
ADY Endre,E nagy tivornyán − A halottak élén,német,2
ADY Endre,E nagy tivornyán − A halottak élén,olasz,2
ADY Endre,E nagy tivornyán − A halottak élén,cseh,1
ADY Endre,E nagy tivornyán − A halottak élén,francia,1
ADY Endre,E nagy tivornyán − A halottak élén,lengyel,1
ADY Endre,E nagy tivornyán − A halottak élén,orosz,1
ADY Endre,E nagy tivornyán − A halottak élén,spanyol,1
ADY Endre,E nagy tivornyán − A halottak élén,szlovák,1
ADY Endre,E nagy Tivornyán − A halottak élén,eszperantó,1
ADY Endre,E nagy Tivornyán − A halottak élén,orosz,1
PETŐFI Sándor,E szobában küszködött,angol,1
PETŐFI Sándor,E szobában küzködött,olasz,1
PETŐFI Sándor,E szobában küzködött...,német,11
PETŐFI Sándor,E szobában küzködött...,angol,1
PETŐFI Sándor,E szobában küzködött...,olasz,1
PETŐFI Sándor,E szobában küzködött...,volapük,1
WEÖRES Sándor,E vers is valóság − Dalok Na Conxy Panból,francia,1
MAGYAR NÉPKÖLTÉS − VERS,E világ sem kell már nékem (?) − ?,német,1
MAGYAR NÉPKÖLTÉS − VERS,E világot átal éri,német,1
FODOR József,E virág-arc ellen (?),román,1
ILLYÉS Gyula,E zord időben,finn,1
ILLYÉS Gyula,E zord időben,olasz,1
PETŐFI Sándor,E. A. Kisasszony emlékkönyvébe,német,1
PETŐFI Sándor,E. R. kisasszony emlékkönyvébe,német,14
PETŐFI Sándor,E. R. kisasszony emlékkönyvébe,orosz,6
PETŐFI Sándor,E. R. kisasszony emlékkönyvébe,svéd,2
PETŐFI Sándor,E. R. kisasszony emlékkönyvébe,angol,1
PETŐFI Sándor,E. R. kisasszony emlékkönyvébe,cseh,1
PETŐFI Sándor,E. R. kisasszony emlékkönyvébe,francia,1
PETŐFI Sándor,E. R. kisasszony emlékkönyvébe,olasz,1
MOLNÁR Jenő,Ea szolgája,angol,1
ENDRŐDY Sándor,Eb ura fakó,német,1
MAGYAR NÉPKÖLTÉS − VERS,Ebbe a nagy éjszakába (?) − (Ahol az a csillag ragyog én is),francia,1
MÓRICZ Zsigmond,Ebéd,orosz,5
MÓRICZ Zsigmond,Ebéd,német,3
MÓRICZ Zsigmond,Ebéd,fehérorosz,2
MÓRICZ Zsigmond,Ebéd,cseh,1
MÓRICZ Zsigmond,Ebéd,kínai,1
MÓRICZ Zsigmond,Ebéd,román,1
MÓRICZ Zsigmond,Ebéd,spanyol,1
MÓRICZ Zsigmond,Ebéd,ukrán,1
ILLYÉS Gyula,Ebéd a kastélyban,horvát,3
ILLYÉS Gyula,Ebéd a kastélyban,lengyel,2
ILLYÉS Gyula,Ebéd a kastélyban,német,2
ILLYÉS Gyula,Ebéd a kastélyban,orosz,2
ILLYÉS Gyula,Ebéd a kastélyban,szlovák,2
ILLYÉS Gyula,Ebéd a kastélyban,bolgár,1
GÁRDONYI Géza,Ebéd a körtefa alatt,lengyel,1
PETŐFI Sándor,Ebéd után,német,12
PETŐFI Sándor,Ebéd után,orosz,6
PETŐFI Sándor,Ebéd után,szlovák,4
PETŐFI Sándor,Ebéd után,horvát,3
PETŐFI Sándor,Ebéd után,ukrán,3
PETŐFI Sándor,Ebéd után,angol,2
PETŐFI Sándor,Ebéd után,szerb,2
PETŐFI Sándor,Ebéd után,fehérorosz,1
PETŐFI Sándor,Ebéd után,francia,1
PETŐFI Sándor,Ebéd után,kazah,1
PETŐFI Sándor,Ebéd után,moldva,1
PETŐFI Sándor,Ebéd után,olasz,1
BÁLINT György,Ebek,német,1
SZÁSZ Károly,Ébenhaja (?),angol,2
ÁPRILY Lajos,Éberség,cseh,1
SZABÓ Lőrinc,Ébredés,német,2
SZABÓ Lőrinc,Ébredés,olasz,2
KÁROLYI Amy,Ébredés,ukrán,1
KISS József,Ébredés,német,1
NAGY István,Ébredés,román,1
SZABÓ Lőrinc,Ébredés,svéd,1
BARNA J.,Ébredés (?),német,1
MIKES György,Ébrenlét fejtés,német,1
BAJZA József,Ébresztő,német,2
GEREBLYÉS László,Ébresztő − Tárgyak 3.,francia,1
CSIKY Gergely,Ébresztődal,német,1
HARSÁNYI Zsolt,Ecce homo,német,2
HARSÁNYI Zsolt,Ecce homo,francia,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Eccör vaót Budán kutyavásár − Berze Nagy II. 581. l.,orosz,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Eccör vaót Budán kutyavásár − Berze-Nagy: Baranyai mondák 9. sz. 581. lap,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Eccör vaót Budán kutyavásár − Berze−Nagy: Baranyai II. Mondák 9. sz. 581. l.,angol,1
SZEMERE Pál,Echo,német,5
KOSZTOLÁNYI Dezső,Echo,holland,1
SZEMERE Pál,Echo,angol,1
SZEMERE Pál,Echo (Hallgatsz s csak sóhajtásid lengenek),angol,1
ÖRKÉNY István,Éden,lengyel,1
RUDNYÁNSZKY János,Édes álom,angol,2
VAJDA János,Édes álom,angol,1
RUDNYÁNSZKY Gyula,Édes álom (?),német,1
KOSZTOLÁNYI Dezső,Édes Anna,francia,3
KOSZTOLÁNYI Dezső,Édes Anna,lengyel,3
KOSZTOLÁNYI Dezső,Édes Anna,német,3
KOSZTOLÁNYI Dezső,Édes Anna,bolgár,2
KOSZTOLÁNYI Dezső,Édes Anna,angol,1
KOSZTOLÁNYI Dezső,Édes Anna,cseh,1
KOSZTOLÁNYI Dezső,Édes Anna,holland,1
KOSZTOLÁNYI Dezső,Édes Anna,olasz,1
KOSZTOLÁNYI Dezső,Édes Anna,orosz,1
KOSZTOLÁNYI Dezső,Édes Anna,szlovák,1
MAGYAR NÉPKÖLTÉS − VERS,Édes anyám megírta a levelet,orosz,1
MAGYAR NÉPKÖLTÉS − VERS,Édes anyám szült engem a világra − Erdélyi I. 255. vers,olasz,2
MAGYAR NÉPKÖLTÉS − VERS,"Édes anyám, édes anyám − Arany−Gyulai 5,283.",olasz,1
MAGYAR NÉPKÖLTÉS − VERS,"Édes anyám, ha bejön",olasz,1
MAGYAR NÉPKÖLTÉS − VERS,"Édes anyám, ha bejön",orosz,1
MAGYAR NÉPKÖLTÉS − VERS,Édes anyja levelet ír katona fiának,olasz,1
MAGYAR NÉPKÖLTÉS − VERS,Édes anyja levelet ír katona fiának,orosz,1
BABITS Mihály,Édes az otthon,angol,2
BABITS Mihály,Édes az otthon − Recitatív,lengyel,1
BABITS Mihály,Édes az otthon − Recitatív,német,1
MAGYAR NÉPKÖLTÉS − VERS,Édes baba gyere ki − Hasznos Mulatságok 1818. XII. sz. 89. lap,angol,1
MAGYAR NÉPKÖLTÉS − VERS,"Édes babám, jere ki",német,1
SALAMON Ernő,Édes éj,román,1
ADY Endre,Édes és kínos s pislogó lángba − Új versek,német,1
MAGYAR NÉPKÖLTÉS − VERS,Édes falum határa − Erdélyi II. 277. vers,német,1
HIDAS Antal,Édes földem,orosz,1
HIDAS Antal,Édes földem − Folyik a pör,orosz,2
VÁCI Mihály,Édes hazám,finn,1
VÁCI Mihály,Édes hazám,orosz,1
MAGYAR NÉPKÖLTÉS − VERS,Édes kedves feleségem − Vikár II. 295. lap,finn,1
MAGYAR NÉPKÖLTÉS − VERS,"Édes kincsem, tubicám − Hasznos Mulatságok 1820. VIII. szám",angol,1
MAGYAR NÉPKÖLTÉS − VERS,Édes lányom,francia,1
PETŐFI Sándor,"Édes öröm, ittalak már",német,8
PETŐFI Sándor,"Édes öröm, ittalak már",angol,6
PETŐFI Sándor,"Édes öröm, ittalak már",olasz,3
PETŐFI Sándor,"Édes öröm, ittalak már",bolgár,1
PETŐFI Sándor,"Édes öröm, ittalak már",cseh,1
PETŐFI Sándor,"Édes öröm, ittalak már",francia,1
PETŐFI Sándor,"Édes öröm, ittalak már",lengyel,1
PETŐFI Sándor,"Édes öröm, ittalak már",román,1
MAGYAR NÉPKÖLTÉS − VERS,Édes páva,finn,1
MAGYAR NÉPKÖLTÉS − VERS,"Édes rózsám, látlak-e még (?) − ?",olasz,1
ENDRŐDY Sándor,Édes szívem,német,1
KISFALUDY Sándor,"Édes, kínos emlékezet − Kesergő szerelem",szlovák,1
KISFALUDY Sándor,"Édes, kínos emlékezet − Kesergő szerelem 71. dal",német,1
BLASKÓ Mária,Édesanyám,flamand,1
MAGYAR NÉPKÖLTÉS − VERS,Édesanyám is volt nékem,francia,1
MAGYAR NÉPKÖLTÉS − VERS,Édesanyám is volt nékem,német,1
MAGYAR NÉPKÖLTÉS − VERS,Édesanyám is volt nékem,olasz,1
MAGYAR NÉPKÖLTÉS − VERS,Édesanyám mondta nékem − Ortutay Szerelmi dalok 57.,orosz,1
MAGYAR NÉPKÖLTÉS − VERS,Édesanyám nem tudok elaludni,német,1
MAGYAR NÉPKÖLTÉS − VERS,Édesanyám rózsafája,román,1
MAGYAR NÉPKÖLTÉS − VERS,Édesanyám rózsafája − Ortutay Szerelmi dalok 349.,orosz,1
JÓZSEF Attila,"Édesanyám, egyetlen, drága − Töredékek",olasz,1
MAGYAR NÉPKÖLTÉS − VERS,"Édesanyám, ha bejön",orosz,1
MAGYAR NÉPKÖLTÉS − VERS,"Édesanyám, ha megúntál tartani",román,1
MAGYAR NÉPKÖLTÉS − VERS,"Édesanyám, hol van az az édes tej",román,1
MAGYAR NÉPKÖLTÉS − VERS,"Édesanyám, kérem − Ortutay Szerelmi dalok 438.",orosz,1
MÓRA István,Édesanyámnak (?),horvát,1
KOSZTOLÁNYI Dezső,Édesapám − Bölcsőtől a koporsóig,német,1
HUSZÁR Sándor,Édesapám futballozik,román,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Édesapám keresztelője,észt,1
KÖLCSEY Ferenc,Édeskedő,német,1
MAGYAR NÉPKÖLTÉS − VERS,"Édös anyám rózsafája − MNGY VI. 83. lap, 89. dal",finn,1
MAGYAR NÉPKÖLTÉS − VERS,"Édösanyám, mi annak az oka − Ortutay Katona dalok 6.",orosz,1
AMBRUS Zoltán,Ég a bolt (?),eszperantó,1
MAGYAR NÉPKÖLTÉS − VERS,"Ég a kunyhó, ropog a nád",német,1
MAGYAR NÉPKÖLTÉS − VERS,"Ég a kunyhó, ropog a nád − Hasznos Mulatságok 1818. XXXII. 281. lap",angol,1
KUTHY Lajos,Ég a lap,francia,1
ILLÉS Béla,Ég a Tisza,bolgár,4
ILLÉS Béla,Ég a Tisza,német,4
ILLÉS Béla,Ég a Tisza,lengyel,3
ILLÉS Béla,Ég a Tisza,orosz,3
ILLÉS Béla,Ég a Tisza,cseh,2
ILLÉS Béla,Ég a Tisza,észt,1
ILLÉS Béla,Ég a Tisza,fehérorosz,1
ILLÉS Béla,Ég a Tisza,kínai,1
ILLÉS Béla,Ég a Tisza,román,1
ILLÉS Béla,Ég a Tisza,üzbég,1
NAGY László,Ég és föld,angol,1
NAGY László,Ég és Föld,angol,1
SZABÓ Lőrinc,"Égbe vágytam, nem sikerült",makedón,1
MAGYAR NÉPKÖLTÉS − VERS,"Égek érted, de nem látod, nem is érzed tüzemet",angol,1
MAGYAR NÉPKÖLTÉS − VERS,Égen a csillagok midőn kint ragyognak − Sebestyén Gy.: Regős énekek I. 75. lap,német,1
PETŐFI Sándor,Eger mellett,német,11
PETŐFI Sándor,Eger mellett,olasz,2
PETŐFI Sándor,Eger mellett,angol,1
PETŐFI Sándor,Eger mellett,szlovák,1
BÁLINT György,Egerek,német,1
JÓZSEF Attila,Egeres,orosz,2
JÓZSEF Attila,Egeres,bolgár,1
JÓZSEF Attila,Egeres,héber,1
JÓZSEF Attila,Egeres − Versek 1927−1936-ból,szlovák,1
JÓZSEF Attila,Egerfa − Tűnődő − Medvetánc,kínai,1
DÖBRENTEI Gábor,Egeria (?),német,1
GÁBOR Andor,Egerszeg,német,1
JAKAB Ödön,Égés van Bedében − Falu,szlovák,1
REVICZKY Gyula,Égess el,német,1
REVICZKY Gyula,Égess el!,francia,1
JÓKAI Mór,Egész az északi pólusig,német,6
JÓKAI Mór,Egész az északi pólusig,lengyel,2
JÓKAI Mór,Egész az északi pólusig,orosz,2
JÓKAI Mór,Egész az északi pólusig,észt,1
JÓKAI Mór,Egész az északi pólusig,ukrán,1
GONDA Erzsébet,Egész családom lázas (?),szlovák,1
MAGYAR NÉPKÖLTÉS − VERS,Egész éjjel (?) − ?,orosz,1
MAGYAR NÉPKÖLTÉS − VERS,Egész más a világ (?) − ?,német,1
KALÁSZ Márton,Egész nap,francia,1
PETŐFI Sándor,Egész világ a harcmezőn,angol,1
PETŐFI Sándor,Egész világ a harcmezőn,orosz,1
PETŐFI Sándor,Egész világ a harcmezőn...,német,1
PETŐFI Sándor,Egész világ a harcmezőn...,orosz,1
VÁCI Mihály,Egészségesen,lengyel,1
NÉMETH László,Égető Eszter,német,2
NÉMETH László,Égető Eszter,bolgár,1
NÉMETH László,Égető Eszter,horvát,1
NÉMETH László,Égető Eszter,orosz,1
NÉMETH László,Égető Eszter,szerb,1
JÓKAI Mór,Egetvívó asszonyszív,német,1
JÓKAI Mór,Egetvívó asszonyszív,orosz,1
WEÖRES Sándor,Égi arany vonul,makedón,1
MOLNÁR Ferenc,Égi és földi szerelem,német,1
MOLNÁR Ferenc,Égi és földi szerelem,román,1
BALÁZS Béla,Égi és földi szerelem. Vígjáték,orosz,2
ZILAHY Lajos,Égi jegyes,francia,1
ZILAHY Lajos,Égi jegyes,olasz,1
MÓRICZ Zsigmond,Égi madár,német,5
MÓRICZ Zsigmond,Égi madár,bolgár,2
MÓRICZ Zsigmond,Égi madár,orosz,2
MÓRICZ Zsigmond,Égi madár,román,2
MÓRICZ Zsigmond,Égi madár,észt,1
MÓRICZ Zsigmond,Égi madár,spanyol,1
LÉVAY József,"Égi, szép szabadság (?)",német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Égig érő fa − Ortutay-Katona Magyar Parasztmesék 1. sz. 23. l.,német,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Égig érő fa − Ortutay: Magy. népkl. III. 227. l.,szlovák,1
MAGYAR NÉPKÖLTÉS − PRÓZA,Égig érő fa − Ortutay: Magy. Népkölt. III. 227. l.,angol,1
FÜST Milán,Egiptusi sírkőre,francia,1
FÜST Milán,Egiptusi sírkőre,horvát,1
FÜST Milán,Egiptusi sírkőre,német,1
MAGYAR NÉPKÖLTÉS − VERS,Égjél gyertyám − Bartók,francia,1
KASSÁK Lajos,Égkék,román,1
MAGYAR NÉPKÖLTÉS − VERS,Égkék szemek (?) − Palotásy 27. lap,finn,1
EGRI Viktor,Égő föld,szlovák,2
JAKUS Imre,Égő lángoszlop,finn,1
HIDAS Antal,Égő salakon,orosz,1
TOMPA Mihály,Égő szerelem,német,1
JANKOVICH Ferenc,Égő táj,örmény,1
ADY Endre,"Égő tűzben dideregve − Szeretném, ha szeretnének",angol,1
ADY Endre,"Égő tűzben dideregve − Szeretném, ha szeretnének",román,1
ADY Endre,"Égő tűzben, dideregve − Szeretném, ha szeretnének",szerb,1
ILLÉS Béla,Egon Erwin Kisch,orosz,1
PETŐFI Sándor,Egressy Etelke,német,6
PETŐFI Sándor,Egressy Etelke,olasz,2
PETŐFI Sándor,Egressy Etelke,orosz,2
PETŐFI Sándor,Egressy Etelke,angol,1
PETŐFI Sándor,Egressy Etelke,cseh,1
PETŐFI Sándor,Egressy Gáborhoz,német,14
PETŐFI Sándor,Egressy Gáborhoz,angol,1
PETŐFI Sándor,Egressy Gáborhoz,olasz,1
PETŐFI Sándor,Egressy Gáborhoz,orosz,1
PETŐFI Sándor,Egressy Gáborhoz,svéd,1
GÁRDONYI Géza,Egri csillagok,német,3
GÁRDONYI Géza,Egri csillagok,román,2
GÁRDONYI Géza,Egri csillagok,szlovák,2
GÁRDONYI Géza,Egri csillagok,bolgár,1
GÁRDONYI Géza,Egri csillagok,észt,1
GÁRDONYI Géza,Egri csillagok,finn,1
GÁRDONYI Géza,Egri csillagok,litván,1
GÁRDONYI Géza,Egri csillagok,örmény,1
GÁRDONYI Géza,Egri csillagok,orosz,1
PETŐFI Sándor,Egri hangok,német,13
PETŐFI Sándor,Egri hangok,angol,5
PETŐFI Sándor,Egri hangok,francia,3
PETŐFI Sándor,Egri hangok,olasz,3
PETŐFI Sándor,Egri hangok,orosz,3
PETŐFI Sándor,Egri hangok,szlovák,1
PETŐFI Sándor,Egri harangok,angol,1
NAGY László,Egry ragyogása,francia,1
KALOCSAY Kálmán,Égve (?),eszperantó,1
REMÉNYIK Sándor,"Egy ""eltűnt"" anyjának − Ahogy lehet",olasz,1
LOVÁSZY Károly,"Egy ""ötlet"" karrierje (?)",olasz,1
ÖRSI Ferenc,Egy a harmincmillióból,észt,1
ILLYÉS Gyula,Egy aggodalmaskodó főúrnak − Rend a romokban,szlovák,1
KASSÁK Lajos,Egy agronómus naplójából,orosz,1
KUNSZERY Gyula,"Egy áldott, jó ember",német,1
LECHNER Gyula,Egy amazonhoz (?),német,1
GÁDOR Béla,Egy amerikai karrier története,német,1
HUNYADY Sándor,Egy angyal (?),francia,1
HATÁR Győző,Egy angyal vallomása (?),francia,1
GYULAI Pál,Egy anya,német,1
MOLNÁR Ferenc,Egy anya szíve (?),angol,1
MÓRICZ Zsigmond,Egy apa (?),svéd,1
PETŐFI Sándor,Egy apához,német,3
PETŐFI Sándor,Egy apához,angol,1
PETŐFI Sándor,Egy apához,olasz,1
BALÁZS Béla,Egy arc komoly,holland,1
PILINSZKY János,Egy arckép alá,német,1
GELLÉRI Andor Endre,Egy asszony,francia,1
MÉCS László,Egy asszony dicsérete,angol,1
ZICHY Géza,Egy asszony halt meg...,német,4
ZICHY Géza,Egy asszony halt meg...,francia,1
KÉMERI Sándor,Egy asszony kálváriája (?),román,1
PETŐFI Sándor,Egy asszonyi állathoz,német,10
PETŐFI Sándor,Egy asszonyi állathoz,angol,1
PETŐFI Sándor,Egy asszonyi állathoz,olasz,1
JÓKAI Mór,Egy asszonyi hajszál − Magyar előidőkből,német,3
JÓKAI Mór,Egy asszonyi hajszál − Magyar előidőkből,finn,1
JÓKAI Mór,Egy asszonyi hajszál − Magyar előidőkből,lengyel,1
JÓKAI Mór,Egy asszonyi hajszál − Magyar előidőkből,svéd,1
ZALKA Máté,Egy átlagember jegyzetei − elb.,orosz,1
JÓZSEF Attila,Egy átlátszó oroszlán,angol,2
JÓZSEF Attila,Egy átlátszó oroszlán,spanyol,2
JÓZSEF Attila,Egy átlátszó oroszlán − Versek 1922−1927-ből,francia,1
JÓZSEF Attila,Egy átlátszó oroszlán − Versek 1922−27-ből,szerb,1
ADY Endre,"Egy avas kérdés − Szeretném, ha szeretnének",angol,1
ADY Endre,"Egy avas kérdés − Szeretném, ha szeretnének",olasz,1
JÓKAI Mór,Egy az Isten,angol,4
JÓKAI Mór,Egy az Isten,német,3
JÓKAI Mór,Egy az Isten,cseh,2
JÓKAI Mór,Egy az Isten,olasz,2
JÓKAI Mór,Egy az Isten,észt,1
JÓKAI Mór,Egy az Isten,lengyel,1
MÓRA Ferenc,Egy az Isten (?),szlovák,1
JÓKAI Mór,Egy bál,francia,3
JÓKAI Mór,Egy bál,német,2
JÓKAI Mór,Egy bál,orosz,2
JÓKAI Mór,Egy bál,cseh,1
JÓKAI Mór,Egy bál,finn,1
JÓKAI Mór,Egy bál,lengyel,1
JÓKAI Mór,Egy bál (?) (Nemzeti hadsereg),kínai,1
JÓKAI Mór,Egy bál − Csataképek,burmai,1
JÓKAI Mór,Egy bál − Csataképek,német,1
FÜST Milán,Egy bánatos kísértet panasza,francia,1
FÜST Milán,Egy bánatos kísértet panasza,német,1
BARABÁS Tibor,Egy bányász élete,bolgár,1
ILLYÉS Gyula,Egy barackfára,angol,2
ILLYÉS Gyula,Egy barackfára,francia,1
ILLYÉS Gyula,Egy barackfára − Rend a romokban,francia,1
ILLYÉS Gyula,"Egy barackfára 1, 2 − Rend a romokban",cseh,1
VERSEGHY Ferenc,Egy barátnéhez,német,2
VERSEGHY Ferenc,Egy barátnéhoz (?),német,1
KÉPLAKI Vilma,Egy barátnőhöz,német,1
PETŐFI Sándor,Egy barátom az ifjúság,német,12
PETŐFI Sándor,Egy barátom az ifjúság,bolgár,3
PETŐFI Sándor,Egy barátom az ifjúság,cseh,2
PETŐFI Sándor,Egy barátom az ifjúság,francia,2
PETŐFI Sándor,Egy barátom az ifjúság,olasz,2
PETŐFI Sándor,Egy barátom az ifjúság,angol,1
PETŐFI Sándor,Egy barátom az ifjúság,tadzsik,1
PETŐFI Sándor,Egy barátom az ifjúság,török,1
PETŐFI Sándor,Egy barátom az ifjúság...,német,1
ORBÁN Ottó,Egy Barcsay-kép előtt,francia,1
JÓKAI Mór,Egy beszéd,német,1
PETŐFI Sándor,Egy bölcs hajdan,észt,3
PETŐFI Sándor,Egy bölcs hajdan,orosz,3
PETŐFI Sándor,Egy bölcs hajdan,ukrán,3
PETŐFI Sándor,Egy bölcs hajdan,angol,2
PETŐFI Sándor,Egy bölcs hajdan,bolgár,1
PETŐFI Sándor,Egy bölcs hajdan,japán,1
PETŐFI Sándor,Egy bölcs hajdan,kazah,1
PETŐFI Sándor,Egy bölcs hajdan,kirgiz,1
PETŐFI Sándor,Egy bölcs hajdan,lett,1
PETŐFI Sándor,Egy bölcs hajdan,moldva,1
PETŐFI Sándor,Egy bölcs hajdan,német,1
PETŐFI Sándor,Egy bölcs hajdan,olasz,1
PETŐFI Sándor,Egy bölcs hajdan,örmény,1
PETŐFI Sándor,Egy bölcs hajdan....,német,9
PETŐFI Sándor,Egy bölcs hajdan....,olasz,2
PETŐFI Sándor,Egy bölcs hajdan....,orosz,2
PETŐFI Sándor,Egy bölcs hajdan....,ukrán,1
SÉRTŐ Kálmán,Egy boldog festőhöz,német,1
LESZNAI Anna,Egy boldog nap emlékem (?),francia,1
ÁNYOS Pál,Egy boldogtalan panaszai a halavány holdnál,francia,1
ÁNYOS Pál,Egy boldogtalannak panaszai a halovány holdnál,lengyel,1
ÁNYOS Pál,Egy boldogtalannak panaszi a halavány holdnál,német,1
JÓKAI Mór,Egy bujdosó naplója − Csataképek,finn,2
ISMERETLEN,Egy bujdosó szegény legény,lengyel,1
MAGYAR NÉPKÖLTÉS − VERS,Egy bujdosó szegény legény − Kurucz Költészet 47. vers,olasz,1
MAGYAR NÉPKÖLTÉS − VERS,Egy bujdosó szegénylegény − Ortutay Bujdosó énekek 3.,orosz,1
HORVÁTH István,Egy búzaszemben (?),román,1
TERSÁNSZKY JÓZSI Jenő,Egy ceruza története,német,1
TERSÁNSZKY JÓZSI Jenő,Egy ceruza története,orosz,1
KODOLÁNYI János,Egy csábító halála (?),francia,1
HÁMOS György,Egy család története (?),orosz,1
JÓKAI Mór,Egy csata a levegőben − A jövő század regénye,francia,1
JANKOVICH Ferenc,Egy cselédház udvarán,francia,1
BARCSAY Ábrahám,Egy csésze kávé (?),angol,1
KISFALUDY Sándor,Egy csillag sincs az egekben − Kesergő szerelem 166. dal,német,1
FÜST Milán,Egy csillaghoz!,francia,2
FÜST Milán,Egy csillaghoz!,német,1
ZILAHY Lajos,Egy csók,német,1
HELTAI Jenő,Egy csók története,olasz,1
ADY Endre,Egy csúf rontás − Vér és arany,román,3
ADY Endre,Egy csúf rontás − Vér és arany,cseh,1
ADY Endre,Egy csúf rontás − Vér és arany,olasz,1
BABITS Mihály,Egy dal,holland,1
ZICHY Géza,Egy dal,angol,1
ERDÉLYI János,Egy dal (?),angol,2
VARSÁNYI Gyula,Egy dal (?),francia,1
GÁRDONYI Géza,Egy dal története,francia,1
KISS Jenő,Egy daloló madárra,román,1
GAÁL Mózes,Egy darab földecske,német,1
GAÁL Mózes,Egy darab földecske,szlovák,1
GYÓNI Géza,Egy darab papírra,német,1
