region1,region2,ratio,common_authors
USSR-baskir,USSR-udmurt,1,1
USSR-udmurt,USSR-baskir,0.5,1
USSR-baskir,USSR-ujgur,0,0
USSR-ujgur,USSR-baskir,0,0
USSR-baskir,USSR-ukrán,1,1
USSR-ukrán,USSR-baskir,0.02127659574468085,1
USSR-baskir,"USSR-ukrán, orosz",0,0
"USSR-ukrán, orosz",USSR-baskir,0,0
USSR-baskir,USSR-észt,1,1
USSR-észt,USSR-baskir,0.030303030303030304,1
USSR-baskir,USSR-örmény,1,1
USSR-örmény,USSR-baskir,0.06666666666666667,1
USSR-baskir,USSR-üzbég,1,1
USSR-üzbég,USSR-baskir,0.14285714285714285,1
USSR-baskir,Vietnam,1,1
Vietnam,USSR-baskir,0.25,1
USSR-csuvas,Albania,0.5,1
Albania,USSR-csuvas,0.16666666666666666,1
USSR-csuvas,Bulgaria,0.5,1
Bulgaria,USSR-csuvas,0.014084507042253521,1
USSR-csuvas,China,1,2
China,USSR-csuvas,0.06666666666666667,2
USSR-csuvas,Cuba,0.5,1
Cuba,USSR-csuvas,0.2,1
USSR-csuvas,Czechoslovakia-cseh,1,2
Czechoslovakia-cseh,USSR-csuvas,0.013333333333333334,2
USSR-csuvas,Czechoslovakia-szlovák,0.5,1
Czechoslovakia-szlovák,USSR-csuvas,0.006060606060606061,1
USSR-csuvas,Czechoslovakia-ukrán,0,0
Czechoslovakia-ukrán,USSR-csuvas,0,0
USSR-csuvas,GDR,1,2
GDR,USSR-csuvas,0.011904761904761904,2
USSR-csuvas,Hungary,0.5,1
Hungary,USSR-csuvas,0.006802721088435374,1
USSR-csuvas,Mongolia,1,2
Mongolia,USSR-csuvas,0.4,2
USSR-csuvas,North Korea,0,0
North Korea,USSR-csuvas,0,0
USSR-csuvas,Poland,0.5,1
Poland,USSR-csuvas,0.007042253521126761,1
USSR-csuvas,Romania,0.5,1
Romania,USSR-csuvas,0.007142857142857143,1
USSR-csuvas,USSR-altaji,0.5,1
USSR-altaji,USSR-csuvas,1,1
USSR-csuvas,USSR-azerbajdzsán,1,2
USSR-azerbajdzsán,USSR-csuvas,0.16666666666666666,2
USSR-csuvas,USSR-baskir,0,0
USSR-baskir,USSR-csuvas,0,0
USSR-csuvas,USSR-csuvas,NA,NA
USSR-csuvas,USSR-fehérorosz,1,2
USSR-fehérorosz,USSR-csuvas,0.2222222222222222,2
USSR-csuvas,USSR-finn,0.5,1
USSR-finn,USSR-csuvas,1,1
USSR-csuvas,USSR-grúz,1,2
USSR-grúz,USSR-csuvas,0.08333333333333333,2
USSR-csuvas,USSR-kazah,1,2
USSR-kazah,USSR-csuvas,0.2,2
USSR-csuvas,USSR-kirgiz,0.5,1
USSR-kirgiz,USSR-csuvas,0.16666666666666666,1
USSR-csuvas,USSR-komi,0,0
USSR-komi,USSR-csuvas,0,0
USSR-csuvas,USSR-lett,0.5,1
USSR-lett,USSR-csuvas,0.03571428571428571,1
USSR-csuvas,USSR-litván,0.5,1
USSR-litván,USSR-csuvas,0.03225806451612903,1
USSR-csuvas,USSR-liv,0,0
USSR-liv,USSR-csuvas,0,0
USSR-csuvas,USSR-moldva,0.5,1
USSR-moldva,USSR-csuvas,0.07692307692307693,1
USSR-csuvas,USSR-orosz,1,2
USSR-orosz,USSR-csuvas,0.012738853503184714,2
USSR-csuvas,USSR-tadzsik,0.5,1
USSR-tadzsik,USSR-csuvas,0.14285714285714285,1
USSR-csuvas,USSR-tatár,0,0
USSR-tatár,USSR-csuvas,0,0
USSR-csuvas,USSR-türkmén,0.5,1
USSR-türkmén,USSR-csuvas,0.16666666666666666,1
USSR-csuvas,USSR-udmurt,0.5,1
USSR-udmurt,USSR-csuvas,0.5,1
USSR-csuvas,USSR-ujgur,0.5,1
USSR-ujgur,USSR-csuvas,1,1
USSR-csuvas,USSR-ukrán,0.5,1
USSR-ukrán,USSR-csuvas,0.02127659574468085,1
USSR-csuvas,"USSR-ukrán, orosz",0.5,1
"USSR-ukrán, orosz",USSR-csuvas,1,1
USSR-csuvas,USSR-észt,0.5,1
USSR-észt,USSR-csuvas,0.030303030303030304,1
USSR-csuvas,USSR-örmény,0.5,1
USSR-örmény,USSR-csuvas,0.06666666666666667,1
USSR-csuvas,USSR-üzbég,0,0
USSR-üzbég,USSR-csuvas,0,0
USSR-csuvas,Vietnam,0,0
Vietnam,USSR-csuvas,0,0
USSR-fehérorosz,Albania,0.2222222222222222,2
Albania,USSR-fehérorosz,0.3333333333333333,2
USSR-fehérorosz,Bulgaria,0.6666666666666666,6
Bulgaria,USSR-fehérorosz,0.08450704225352113,6
USSR-fehérorosz,China,0.4444444444444444,4
China,USSR-fehérorosz,0.13333333333333333,4
USSR-fehérorosz,Cuba,0.2222222222222222,2
Cuba,USSR-fehérorosz,0.4,2
USSR-fehérorosz,Czechoslovakia-cseh,0.6666666666666666,6
Czechoslovakia-cseh,USSR-fehérorosz,0.04,6
USSR-fehérorosz,Czechoslovakia-szlovák,0.6666666666666666,6
Czechoslovakia-szlovák,USSR-fehérorosz,0.03636363636363636,6
USSR-fehérorosz,Czechoslovakia-ukrán,0,0
Czechoslovakia-ukrán,USSR-fehérorosz,0,0
USSR-fehérorosz,GDR,0.7777777777777778,7
GDR,USSR-fehérorosz,0.041666666666666664,7
USSR-fehérorosz,Hungary,0.4444444444444444,4
Hungary,USSR-fehérorosz,0.027210884353741496,4
USSR-fehérorosz,Mongolia,0.3333333333333333,3
Mongolia,USSR-fehérorosz,0.6,3
USSR-fehérorosz,North Korea,0.1111111111111111,1
North Korea,USSR-fehérorosz,1,1
USSR-fehérorosz,Poland,0.5555555555555556,5
Poland,USSR-fehérorosz,0.035211267605633804,5
USSR-fehérorosz,Romania,0.4444444444444444,4
Romania,USSR-fehérorosz,0.02857142857142857,4
USSR-fehérorosz,USSR-altaji,0.1111111111111111,1
USSR-altaji,USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-azerbajdzsán,0.3333333333333333,3
USSR-azerbajdzsán,USSR-fehérorosz,0.25,3
USSR-fehérorosz,USSR-baskir,0.1111111111111111,1
USSR-baskir,USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-csuvas,0.2222222222222222,2
USSR-csuvas,USSR-fehérorosz,1,2
USSR-fehérorosz,USSR-fehérorosz,NA,NA
USSR-fehérorosz,USSR-finn,0.1111111111111111,1
USSR-finn,USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-grúz,0.6666666666666666,6
USSR-grúz,USSR-fehérorosz,0.25,6
USSR-fehérorosz,USSR-kazah,0.3333333333333333,3
USSR-kazah,USSR-fehérorosz,0.3,3
USSR-fehérorosz,USSR-kirgiz,0.3333333333333333,3
USSR-kirgiz,USSR-fehérorosz,0.5,3
USSR-fehérorosz,USSR-komi,0.1111111111111111,1
USSR-komi,USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-lett,0.4444444444444444,4
USSR-lett,USSR-fehérorosz,0.14285714285714285,4
USSR-fehérorosz,USSR-litván,0.3333333333333333,3
USSR-litván,USSR-fehérorosz,0.0967741935483871,3
USSR-fehérorosz,USSR-liv,0,0
USSR-liv,USSR-fehérorosz,0,0
USSR-fehérorosz,USSR-moldva,0.4444444444444444,4
USSR-moldva,USSR-fehérorosz,0.3076923076923077,4
USSR-fehérorosz,USSR-orosz,1,9
USSR-orosz,USSR-fehérorosz,0.05732484076433121,9
USSR-fehérorosz,USSR-tadzsik,0.2222222222222222,2
USSR-tadzsik,USSR-fehérorosz,0.2857142857142857,2
USSR-fehérorosz,USSR-tatár,0.1111111111111111,1
USSR-tatár,USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-türkmén,0.2222222222222222,2
USSR-türkmén,USSR-fehérorosz,0.3333333333333333,2
USSR-fehérorosz,USSR-udmurt,0.2222222222222222,2
USSR-udmurt,USSR-fehérorosz,1,2
USSR-fehérorosz,USSR-ujgur,0.1111111111111111,1
USSR-ujgur,USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-ukrán,0.5555555555555556,5
USSR-ukrán,USSR-fehérorosz,0.10638297872340426,5
USSR-fehérorosz,"USSR-ukrán, orosz",0.1111111111111111,1
"USSR-ukrán, orosz",USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-észt,0.6666666666666666,6
USSR-észt,USSR-fehérorosz,0.18181818181818182,6
USSR-fehérorosz,USSR-örmény,0.3333333333333333,3
USSR-örmény,USSR-fehérorosz,0.2,3
USSR-fehérorosz,USSR-üzbég,0.2222222222222222,2
USSR-üzbég,USSR-fehérorosz,0.2857142857142857,2
USSR-fehérorosz,Vietnam,0.2222222222222222,2
Vietnam,USSR-fehérorosz,0.5,2
USSR-finn,Albania,0,0
Albania,USSR-finn,0,0
USSR-finn,Bulgaria,0,0
Bulgaria,USSR-finn,0,0
USSR-finn,China,1,1
China,USSR-finn,0.03333333333333333,1
USSR-finn,Cuba,0,0
Cuba,USSR-finn,0,0
USSR-finn,Czechoslovakia-cseh,1,1
Czechoslovakia-cseh,USSR-finn,0.006666666666666667,1
USSR-finn,Czechoslovakia-szlovák,0,0
Czechoslovakia-szlovák,USSR-finn,0,0
USSR-finn,Czechoslovakia-ukrán,0,0
Czechoslovakia-ukrán,USSR-finn,0,0
USSR-finn,GDR,1,1
GDR,USSR-finn,0.005952380952380952,1
USSR-finn,Hungary,0,0
Hungary,USSR-finn,0,0
USSR-finn,Mongolia,1,1
Mongolia,USSR-finn,0.2,1
USSR-finn,North Korea,0,0
North Korea,USSR-finn,0,0
USSR-finn,Poland,0,0
Poland,USSR-finn,0,0
USSR-finn,Romania,0,0
Romania,USSR-finn,0,0
USSR-finn,USSR-altaji,1,1
USSR-altaji,USSR-finn,1,1
USSR-finn,USSR-azerbajdzsán,1,1
USSR-azerbajdzsán,USSR-finn,0.08333333333333333,1
USSR-finn,USSR-baskir,0,0
USSR-baskir,USSR-finn,0,0
USSR-finn,USSR-csuvas,1,1
USSR-csuvas,USSR-finn,0.5,1
USSR-finn,USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-finn,0.1111111111111111,1
USSR-finn,USSR-finn,NA,NA
USSR-finn,USSR-grúz,1,1
USSR-grúz,USSR-finn,0.041666666666666664,1
USSR-finn,USSR-kazah,1,1
USSR-kazah,USSR-finn,0.1,1
USSR-finn,USSR-kirgiz,0,0
USSR-kirgiz,USSR-finn,0,0
USSR-finn,USSR-komi,0,0
USSR-komi,USSR-finn,0,0
USSR-finn,USSR-lett,0,0
USSR-lett,USSR-finn,0,0
USSR-finn,USSR-litván,0,0
USSR-litván,USSR-finn,0,0
USSR-finn,USSR-liv,0,0
USSR-liv,USSR-finn,0,0
USSR-finn,USSR-moldva,1,1
USSR-moldva,USSR-finn,0.07692307692307693,1
USSR-finn,USSR-orosz,1,1
USSR-orosz,USSR-finn,0.006369426751592357,1
USSR-finn,USSR-tadzsik,0,0
USSR-tadzsik,USSR-finn,0,0
USSR-finn,USSR-tatár,0,0
USSR-tatár,USSR-finn,0,0
USSR-finn,USSR-türkmén,0,0
USSR-türkmén,USSR-finn,0,0
USSR-finn,USSR-udmurt,1,1
USSR-udmurt,USSR-finn,0.5,1
USSR-finn,USSR-ujgur,0,0
USSR-ujgur,USSR-finn,0,0
USSR-finn,USSR-ukrán,0,0
USSR-ukrán,USSR-finn,0,0
USSR-finn,"USSR-ukrán, orosz",0,0
"USSR-ukrán, orosz",USSR-finn,0,0
USSR-finn,USSR-észt,0,0
USSR-észt,USSR-finn,0,0
USSR-finn,USSR-örmény,0,0
USSR-örmény,USSR-finn,0,0
USSR-finn,USSR-üzbég,0,0
USSR-üzbég,USSR-finn,0,0
USSR-finn,Vietnam,0,0
Vietnam,USSR-finn,0,0
USSR-grúz,Albania,0.08333333333333333,2
Albania,USSR-grúz,0.3333333333333333,2
USSR-grúz,Bulgaria,0.375,9
Bulgaria,USSR-grúz,0.1267605633802817,9
USSR-grúz,China,0.25,6
China,USSR-grúz,0.2,6
USSR-grúz,Cuba,0.08333333333333333,2
Cuba,USSR-grúz,0.4,2
USSR-grúz,Czechoslovakia-cseh,0.6666666666666666,16
Czechoslovakia-cseh,USSR-grúz,0.10666666666666667,16
USSR-grúz,Czechoslovakia-szlovák,0.625,15
Czechoslovakia-szlovák,USSR-grúz,0.09090909090909091,15
USSR-grúz,Czechoslovakia-ukrán,0,0
Czechoslovakia-ukrán,USSR-grúz,0,0
USSR-grúz,GDR,0.8333333333333334,20
GDR,USSR-grúz,0.11904761904761904,20
USSR-grúz,Hungary,0.5,12
Hungary,USSR-grúz,0.08163265306122448,12
USSR-grúz,Mongolia,0.125,3
Mongolia,USSR-grúz,0.6,3
USSR-grúz,North Korea,0.041666666666666664,1
North Korea,USSR-grúz,1,1
USSR-grúz,Poland,0.7083333333333334,17
Poland,USSR-grúz,0.11971830985915492,17
USSR-grúz,Romania,0.7083333333333334,17
Romania,USSR-grúz,0.12142857142857143,17
USSR-grúz,USSR-altaji,0.041666666666666664,1
USSR-altaji,USSR-grúz,1,1
USSR-grúz,USSR-azerbajdzsán,0.2916666666666667,7
USSR-azerbajdzsán,USSR-grúz,0.5833333333333334,7
USSR-grúz,USSR-baskir,0.041666666666666664,1
USSR-baskir,USSR-grúz,1,1
USSR-grúz,USSR-csuvas,0.08333333333333333,2
USSR-csuvas,USSR-grúz,1,2
USSR-grúz,USSR-fehérorosz,0.25,6
USSR-fehérorosz,USSR-grúz,0.6666666666666666,6
USSR-grúz,USSR-finn,0.041666666666666664,1
USSR-finn,USSR-grúz,1,1
USSR-grúz,USSR-grúz,NA,NA
USSR-grúz,USSR-kazah,0.25,6
USSR-kazah,USSR-grúz,0.6,6
USSR-grúz,USSR-kirgiz,0.16666666666666666,4
USSR-kirgiz,USSR-grúz,0.6666666666666666,4
USSR-grúz,USSR-komi,0,0
USSR-komi,USSR-grúz,0,0
USSR-grúz,USSR-lett,0.375,9
USSR-lett,USSR-grúz,0.32142857142857145,9
USSR-grúz,USSR-litván,0.4583333333333333,11
USSR-litván,USSR-grúz,0.3548387096774194,11
USSR-grúz,USSR-liv,0,0
USSR-liv,USSR-grúz,0,0
USSR-grúz,USSR-moldva,0.20833333333333334,5
USSR-moldva,USSR-grúz,0.38461538461538464,5
USSR-grúz,USSR-orosz,0.875,21
USSR-orosz,USSR-grúz,0.1337579617834395,21
USSR-grúz,USSR-tadzsik,0.25,6
USSR-tadzsik,USSR-grúz,0.8571428571428571,6
USSR-grúz,USSR-tatár,0,0
USSR-tatár,USSR-grúz,0,0
USSR-grúz,USSR-türkmén,0.20833333333333334,5
USSR-türkmén,USSR-grúz,0.8333333333333334,5
USSR-grúz,USSR-udmurt,0.08333333333333333,2
USSR-udmurt,USSR-grúz,1,2
USSR-grúz,USSR-ujgur,0.041666666666666664,1
USSR-ujgur,USSR-grúz,1,1
USSR-grúz,USSR-ukrán,0.5833333333333334,14
USSR-ukrán,USSR-grúz,0.2978723404255319,14
USSR-grúz,"USSR-ukrán, orosz",0.041666666666666664,1
"USSR-ukrán, orosz",USSR-grúz,1,1
USSR-grúz,USSR-észt,0.4166666666666667,10
USSR-észt,USSR-grúz,0.30303030303030304,10
USSR-grúz,USSR-örmény,0.3333333333333333,8
USSR-örmény,USSR-grúz,0.5333333333333333,8
USSR-grúz,USSR-üzbég,0.16666666666666666,4
USSR-üzbég,USSR-grúz,0.5714285714285714,4
USSR-grúz,Vietnam,0.041666666666666664,1
Vietnam,USSR-grúz,0.25,1
USSR-kazah,Albania,0.2,2
Albania,USSR-kazah,0.3333333333333333,2
USSR-kazah,Bulgaria,0.5,5
Bulgaria,USSR-kazah,0.07042253521126761,5
USSR-kazah,China,0.6,6
China,USSR-kazah,0.2,6
USSR-kazah,Cuba,0.2,2
Cuba,USSR-kazah,0.4,2
USSR-kazah,Czechoslovakia-cseh,0.8,8
Czechoslovakia-cseh,USSR-kazah,0.05333333333333334,8
USSR-kazah,Czechoslovakia-szlovák,0.6,6
Czechoslovakia-szlovák,USSR-kazah,0.03636363636363636,6
USSR-kazah,Czechoslovakia-ukrán,0,0
Czechoslovakia-ukrán,USSR-kazah,0,0
USSR-kazah,GDR,0.9,9
GDR,USSR-kazah,0.05357142857142857,9
USSR-kazah,Hungary,0.3,3
Hungary,USSR-kazah,0.02040816326530612,3
USSR-kazah,Mongolia,0.3,3
Mongolia,USSR-kazah,0.6,3
USSR-kazah,North Korea,0.1,1
North Korea,USSR-kazah,1,1
USSR-kazah,Poland,0.6,6
Poland,USSR-kazah,0.04225352112676056,6
USSR-kazah,Romania,0.5,5
Romania,USSR-kazah,0.03571428571428571,5
USSR-kazah,USSR-altaji,0.1,1
USSR-altaji,USSR-kazah,1,1
USSR-kazah,USSR-azerbajdzsán,0.4,4
USSR-azerbajdzsán,USSR-kazah,0.3333333333333333,4
USSR-kazah,USSR-baskir,0.1,1
USSR-baskir,USSR-kazah,1,1
USSR-kazah,USSR-csuvas,0.2,2
USSR-csuvas,USSR-kazah,1,2
USSR-kazah,USSR-fehérorosz,0.3,3
USSR-fehérorosz,USSR-kazah,0.3333333333333333,3
USSR-kazah,USSR-finn,0.1,1
USSR-finn,USSR-kazah,1,1
USSR-kazah,USSR-grúz,0.6,6
USSR-grúz,USSR-kazah,0.25,6
USSR-kazah,USSR-kazah,NA,NA
USSR-kazah,USSR-kirgiz,0.4,4
USSR-kirgiz,USSR-kazah,0.6666666666666666,4
USSR-kazah,USSR-komi,0,0
USSR-komi,USSR-kazah,0,0
USSR-kazah,USSR-lett,0.4,4
USSR-lett,USSR-kazah,0.14285714285714285,4
USSR-kazah,USSR-litván,0.6,6
USSR-litván,USSR-kazah,0.1935483870967742,6
USSR-kazah,USSR-liv,0.1,1
USSR-liv,USSR-kazah,1,1
USSR-kazah,USSR-moldva,0.4,4
USSR-moldva,USSR-kazah,0.3076923076923077,4
USSR-kazah,USSR-orosz,0.9,9
USSR-orosz,USSR-kazah,0.05732484076433121,9
USSR-kazah,USSR-tadzsik,0.3,3
USSR-tadzsik,USSR-kazah,0.42857142857142855,3
USSR-kazah,USSR-tatár,0,0
USSR-tatár,USSR-kazah,0,0
USSR-kazah,USSR-türkmén,0.3,3
USSR-türkmén,USSR-kazah,0.5,3
USSR-kazah,USSR-udmurt,0.2,2
USSR-udmurt,USSR-kazah,1,2
USSR-kazah,USSR-ujgur,0.1,1
USSR-ujgur,USSR-kazah,1,1
USSR-kazah,USSR-ukrán,0.8,8
USSR-ukrán,USSR-kazah,0.1702127659574468,8
USSR-kazah,"USSR-ukrán, orosz",0.1,1
"USSR-ukrán, orosz",USSR-kazah,1,1
USSR-kazah,USSR-észt,0.5,5
USSR-észt,USSR-kazah,0.15151515151515152,5
USSR-kazah,USSR-örmény,0.3,3
USSR-örmény,USSR-kazah,0.2,3
USSR-kazah,USSR-üzbég,0.2,2
USSR-üzbég,USSR-kazah,0.2857142857142857,2
USSR-kazah,Vietnam,0.1,1
Vietnam,USSR-kazah,0.25,1
USSR-kirgiz,Albania,0.3333333333333333,2
Albania,USSR-kirgiz,0.3333333333333333,2
USSR-kirgiz,Bulgaria,0.5,3
Bulgaria,USSR-kirgiz,0.04225352112676056,3
USSR-kirgiz,China,0.3333333333333333,2
China,USSR-kirgiz,0.06666666666666667,2
USSR-kirgiz,Cuba,0.3333333333333333,2
Cuba,USSR-kirgiz,0.4,2
USSR-kirgiz,Czechoslovakia-cseh,1,6
Czechoslovakia-cseh,USSR-kirgiz,0.04,6
USSR-kirgiz,Czechoslovakia-szlovák,0.8333333333333334,5
Czechoslovakia-szlovák,USSR-kirgiz,0.030303030303030304,5
USSR-kirgiz,Czechoslovakia-ukrán,0,0
Czechoslovakia-ukrán,USSR-kirgiz,0,0
USSR-kirgiz,GDR,1,6
GDR,USSR-kirgiz,0.03571428571428571,6
USSR-kirgiz,Hungary,0.5,3
Hungary,USSR-kirgiz,0.02040816326530612,3
USSR-kirgiz,Mongolia,0.3333333333333333,2
Mongolia,USSR-kirgiz,0.4,2
USSR-kirgiz,North Korea,0.16666666666666666,1
North Korea,USSR-kirgiz,1,1
USSR-kirgiz,Poland,1,6
Poland,USSR-kirgiz,0.04225352112676056,6
USSR-kirgiz,Romania,0.6666666666666666,4
Romania,USSR-kirgiz,0.02857142857142857,4
USSR-kirgiz,USSR-altaji,0,0
USSR-altaji,USSR-kirgiz,0,0
USSR-kirgiz,USSR-azerbajdzsán,0.3333333333333333,2
USSR-azerbajdzsán,USSR-kirgiz,0.16666666666666666,2
USSR-kirgiz,USSR-baskir,0.16666666666666666,1
USSR-baskir,USSR-kirgiz,1,1
USSR-kirgiz,USSR-csuvas,0.16666666666666666,1
USSR-csuvas,USSR-kirgiz,0.5,1
USSR-kirgiz,USSR-fehérorosz,0.5,3
USSR-fehérorosz,USSR-kirgiz,0.3333333333333333,3
USSR-kirgiz,USSR-finn,0,0
USSR-finn,USSR-kirgiz,0,0
USSR-kirgiz,USSR-grúz,0.6666666666666666,4
USSR-grúz,USSR-kirgiz,0.16666666666666666,4
USSR-kirgiz,USSR-kazah,0.6666666666666666,4
USSR-kazah,USSR-kirgiz,0.4,4
USSR-kirgiz,USSR-kirgiz,NA,NA
USSR-kirgiz,USSR-komi,0,0
USSR-komi,USSR-kirgiz,0,0
USSR-kirgiz,USSR-lett,0.5,3
USSR-lett,USSR-kirgiz,0.10714285714285714,3
USSR-kirgiz,USSR-litván,0.8333333333333334,5
USSR-litván,USSR-kirgiz,0.16129032258064516,5
USSR-kirgiz,USSR-liv,0,0
USSR-liv,USSR-kirgiz,0,0
USSR-kirgiz,USSR-moldva,0.3333333333333333,2
USSR-moldva,USSR-kirgiz,0.15384615384615385,2
USSR-kirgiz,USSR-orosz,1,6
USSR-orosz,USSR-kirgiz,0.03821656050955414,6
USSR-kirgiz,USSR-tadzsik,0.3333333333333333,2
USSR-tadzsik,USSR-kirgiz,0.2857142857142857,2
USSR-kirgiz,USSR-tatár,0,0
USSR-tatár,USSR-kirgiz,0,0
USSR-kirgiz,USSR-türkmén,0.3333333333333333,2
USSR-türkmén,USSR-kirgiz,0.3333333333333333,2
USSR-kirgiz,USSR-udmurt,0.16666666666666666,1
USSR-udmurt,USSR-kirgiz,0.5,1
USSR-kirgiz,USSR-ujgur,0.16666666666666666,1
USSR-ujgur,USSR-kirgiz,1,1
USSR-kirgiz,USSR-ukrán,0.8333333333333334,5
USSR-ukrán,USSR-kirgiz,0.10638297872340426,5
USSR-kirgiz,"USSR-ukrán, orosz",0.16666666666666666,1
"USSR-ukrán, orosz",USSR-kirgiz,1,1
USSR-kirgiz,USSR-észt,0.8333333333333334,5
USSR-észt,USSR-kirgiz,0.15151515151515152,5
USSR-kirgiz,USSR-örmény,0.3333333333333333,2
USSR-örmény,USSR-kirgiz,0.13333333333333333,2
USSR-kirgiz,USSR-üzbég,0.16666666666666666,1
USSR-üzbég,USSR-kirgiz,0.14285714285714285,1
USSR-kirgiz,Vietnam,0.16666666666666666,1
Vietnam,USSR-kirgiz,0.25,1
USSR-komi,Albania,0,0
Albania,USSR-komi,0,0
USSR-komi,Bulgaria,1,1
Bulgaria,USSR-komi,0.014084507042253521,1
USSR-komi,China,1,1
China,USSR-komi,0.03333333333333333,1
USSR-komi,Cuba,0,0
Cuba,USSR-komi,0,0
USSR-komi,Czechoslovakia-cseh,0,0
Czechoslovakia-cseh,USSR-komi,0,0
USSR-komi,Czechoslovakia-szlovák,1,1
Czechoslovakia-szlovák,USSR-komi,0.006060606060606061,1
USSR-komi,Czechoslovakia-ukrán,0,0
Czechoslovakia-ukrán,USSR-komi,0,0
USSR-komi,GDR,1,1
GDR,USSR-komi,0.005952380952380952,1
USSR-komi,Hungary,1,1
Hungary,USSR-komi,0.006802721088435374,1
USSR-komi,Mongolia,0,0
Mongolia,USSR-komi,0,0
USSR-komi,North Korea,0,0
North Korea,USSR-komi,0,0
USSR-komi,Poland,0,0
Poland,USSR-komi,0,0
USSR-komi,Romania,0,0
Romania,USSR-komi,0,0
USSR-komi,USSR-altaji,0,0
USSR-altaji,USSR-komi,0,0
USSR-komi,USSR-azerbajdzsán,0,0
USSR-azerbajdzsán,USSR-komi,0,0
USSR-komi,USSR-baskir,0,0
USSR-baskir,USSR-komi,0,0
USSR-komi,USSR-csuvas,0,0
USSR-csuvas,USSR-komi,0,0
USSR-komi,USSR-fehérorosz,1,1
USSR-fehérorosz,USSR-komi,0.1111111111111111,1
USSR-komi,USSR-finn,0,0
USSR-finn,USSR-komi,0,0
USSR-komi,USSR-grúz,0,0
USSR-grúz,USSR-komi,0,0
USSR-komi,USSR-kazah,0,0
USSR-kazah,USSR-komi,0,0
USSR-komi,USSR-kirgiz,0,0
USSR-kirgiz,USSR-komi,0,0
USSR-komi,USSR-komi,NA,NA
USSR-komi,USSR-lett,0,0
USSR-lett,USSR-komi,0,0
USSR-komi,USSR-litván,1,1
USSR-litván,USSR-komi,0.03225806451612903,1
USSR-komi,USSR-liv,0,0
USSR-liv,USSR-komi,0,0
USSR-komi,USSR-moldva,0,0
USSR-moldva,USSR-komi,0,0
USSR-komi,USSR-orosz,1,1
USSR-orosz,USSR-komi,0.006369426751592357,1
USSR-komi,USSR-tadzsik,0,0
USSR-tadzsik,USSR-komi,0,0
USSR-komi,USSR-tatár,1,1
USSR-tatár,USSR-komi,1,1
USSR-komi,USSR-türkmén,0,0
USSR-türkmén,USSR-komi,0,0
USSR-komi,USSR-udmurt,0,0
USSR-udmurt,USSR-komi,0,0
USSR-komi,USSR-ujgur,0,0
USSR-ujgur,USSR-komi,0,0
USSR-komi,USSR-ukrán,1,1
USSR-ukrán,USSR-komi,0.02127659574468085,1
USSR-komi,"USSR-ukrán, orosz",0,0
"USSR-ukrán, orosz",USSR-komi,0,0
USSR-komi,USSR-észt,1,1
USSR-észt,USSR-komi,0.030303030303030304,1
USSR-komi,USSR-örmény,0,0
USSR-örmény,USSR-komi,0,0
USSR-komi,USSR-üzbég,1,1
USSR-üzbég,USSR-komi,0.14285714285714285,1
USSR-komi,Vietnam,1,1
Vietnam,USSR-komi,0.25,1
USSR-lett,Albania,0.17857142857142858,5
Albania,USSR-lett,0.8333333333333334,5
USSR-lett,Bulgaria,0.75,21
Bulgaria,USSR-lett,0.29577464788732394,21
USSR-lett,China,0.2857142857142857,8
China,USSR-lett,0.26666666666666666,8
USSR-lett,Cuba,0.17857142857142858,5
Cuba,USSR-lett,1,5
USSR-lett,Czechoslovakia-cseh,0.7857142857142857,22
Czechoslovakia-cseh,USSR-lett,0.14666666666666667,22
USSR-lett,Czechoslovakia-szlovák,0.8214285714285714,23
Czechoslovakia-szlovák,USSR-lett,0.1393939393939394,23
USSR-lett,Czechoslovakia-ukrán,0,0
Czechoslovakia-ukrán,USSR-lett,0,0
USSR-lett,GDR,0.7857142857142857,22
GDR,USSR-lett,0.13095238095238096,22
USSR-lett,Hungary,0.6071428571428571,17
Hungary,USSR-lett,0.11564625850340136,17
USSR-lett,Mongolia,0.07142857142857142,2
Mongolia,USSR-lett,0.4,2
USSR-lett,North Korea,0.03571428571428571,1
North Korea,USSR-lett,1,1
USSR-lett,Poland,0.7857142857142857,22
Poland,USSR-lett,0.15492957746478872,22
USSR-lett,Romania,0.6071428571428571,17
Romania,USSR-lett,0.12142857142857143,17
USSR-lett,USSR-altaji,0,0
USSR-altaji,USSR-lett,0,0
USSR-lett,USSR-azerbajdzsán,0.21428571428571427,6
USSR-azerbajdzsán,USSR-lett,0.5,6
USSR-lett,USSR-baskir,0.03571428571428571,1
USSR-baskir,USSR-lett,1,1
USSR-lett,USSR-csuvas,0.03571428571428571,1
USSR-csuvas,USSR-lett,0.5,1
USSR-lett,USSR-fehérorosz,0.14285714285714285,4
USSR-fehérorosz,USSR-lett,0.4444444444444444,4
USSR-lett,USSR-finn,0,0
USSR-finn,USSR-lett,0,0
