szerzo,count 1,wiki,évek,jegyzet,sex,dateOfBirth,placeOfBirth,placeOfBirthX,placeOfBirthY,dateOfDeath,placeOfDeath,placeOfDeathX,placeOfDeathY,viaf,gndID
GAUTHIER F. E.,1,NA,NA,RESOLVE forditó-szerkesztő,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GELLÉRI Andor Endre,80,https://www.wikidata.org/wiki/Q375660,NA,NA,férfi,1906-03-30,Budapest,19.040833333,47.498333333,1945-05-06,Wels,14.016666666,48.15,46887514,121275469
GELLÉRT Oszkár,45,https://www.wikidata.org/wiki/Q1009000,NA,NA,férfi,1882-09-10,Budapest,19.040833333,47.498333333,1967-12-16,Budapest,19.040833333,47.498333333,68923165,1055155554
GELLÉRT Sándor,2,https://www.wikidata.org/wiki/Q1009001,NA,NA,férfi,1916-12-11,Debrecen,21.639166666,47.53,1988-01-26,Szatmárnémeti,22.89,47.79,43819165,NA
GERA György,3,https://www.wikidata.org/wiki/Q1009582,NA,NA,férfi,1922-01-01,Nagyvárad,21.921111111,47.072222222,1977-01-01,Budapest,19.040833333,47.498333333,121378731,1172386315
GEREBLYÉS László,19,https://www.wikidata.org/wiki/Q16520018,NA,NA,férfi,1904-03-30,Csákberény,18.330038888,47.345880555,1968-10-18,Balatonfüred,17.883333333,46.95,121379293,NA
GERELY Jolán,1,https://www.wikidata.org/wiki/Q30611610,NA,NA,nő,1882-02-12,NA,NA,NA,1944-01-01,NA,NA,NA,3464105,NA
GERELYES Endre,14,https://www.wikidata.org/wiki/Q5472975,NA,NA,férfi,1935-08-15,Hatvan,19.669722222,47.668055555,1973-04-06,Budapest,19.040833333,47.498333333,38392956,NA
GERENCSÉR Miklós,4,https://www.wikidata.org/wiki/Q1009684,NA,NA,férfi,1932-12-04,Győr,17.634444444,47.684166666,2010-05-17,Aszófő,17.831680555,46.930261111,28396331,1138060046
GERGEI Albert,1,https://www.wikidata.org/wiki/Q1009728,NA,NA,férfi,1550-01-01,NA,NA,NA,1650-01-01,NA,NA,NA,12535735,NA
GERGELY Ágnes,6,https://www.wikidata.org/wiki/Q1009785,NA,NA,NA,1933-10-05,Endrőd,NA,NA,NA,NA,NA,NA,NA,NA
GERGELY Márta,19,https://www.wikidata.org/wiki/Q13852492,NA,NA,nő,1913-03-28,Barcs,17.46,45.96,1973-05-22,Budapest,19.040833333,47.498333333,10316457,1098191080
GERGELY Mihály,1,https://www.wikidata.org/wiki/Q1009767,NA,NA,férfi,1921-11-09,Varbó,20.618138888,48.161380555,2007-07-28,NA,NA,NA,3820274,NA
GERGELY Miklós,4,NA,1952-1954,PUBLDATA Arcanum -- Ludas Matyi szerző (ami passzol a forditásokhoz),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GERGELY Sándor,94,https://www.wikidata.org/wiki/Q1009775,NA,NA,férfi,1896-02-02,Sopronkeresztúr,16.628055555,47.601666666,1966-06-14,Budapest,19.040833333,47.498333333,36760564,NA
GERMANUS Gyula,1,https://www.wikidata.org/wiki/Q573568,NA,NA,férfi,1884-11-06,Budapest,19.040833333,47.498333333,1979-11-07,Budapest,19.040833333,47.498333333,116521964,122895185
GERŐ Attila,2,https://www.wikidata.org/wiki/Q1010002,NA,NA,férfi,1870-06-03,Nagyvárad,21.921111111,47.072222222,1916-10-08,Budapest,19.040833333,47.498333333,NA,NA
GERŐ János,2,https://www.wikidata.org/wiki/Q1010004,NA,NA,férfi,1927-01-05,Berettyóújfalu,21.55,47.216666666,2004-09-29,NA,NA,NA,121389053,NA
GERŐ Katalin,1,https://www.wikidata.org/wiki/Q1010005,NA,NA,nő,1853-01-01,Hévízgyörk,19.52,47.63166667,1944-05-29,Budapest VI. kerülete,19.06666667,47.5,55359197,NA
"GIGANTE, Silvino",4,NA,NA,RESOLVE translator,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GISELA,1,NA,NA,"RESOLVE -- GISELA a kötet cime, nem szerző. (tart: Gedichte und Verserzählungen von János Garay, Mihály Vörösmarty, Károly Kisfaludy, Sándor Petöfi, József Eötvös, János Arany - from catalog)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GISZKALAY János,1,https://www.wikidata.org/wiki/Q1010772,NA,NA,férfi,1886-04-03,NA,NA,NA,1951-04-04,Haifa,34.983333333,32.8,4855570,NA
GODA Gábor,67,https://www.wikidata.org/wiki/Q771532,NA,NA,férfi,1911-04-01,Budapest,19.040833333,47.498333333,1996-04-12,Budapest,19.040833333,47.498333333,47175389,NA
GÖMÖRI Berta,1,NA,1940-1941,PUBLDATA arcanum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GÖMÖRI György,1,https://www.wikidata.org/wiki/Q1031523,NA,NA,NA,1934-04-03,Budapest,NA,NA,NA,NA,NA,NA,NA,NA
GÖMÖRI László,1,NA,1934-1941,PUBLDATA Gulyásból,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GONDA Erzsébet,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GÖNDÖCZ Judit,2,https://www.wikidata.org/wiki/Q910964,NA,GJ=Dukai Takach Judit,nő,1795-08-08,Duka,17.113130555,47.123311111,1836-04-15,Sopron,16.583333333,47.683333333,78748878,NA
GÖRGEY Gábor,5,https://www.wikidata.org/wiki/Q573299,NA,NA,NA,1929-11-22,Budapest,NA,NA,2022-04-11,Solymár,NA,NA,NA,NA
GÖRGEY István,1,https://www.wikidata.org/wiki/Q1031598,NA,NA,férfi,1825-02-21,Késmárk,20.429166666,49.138333333,1912-01-13,Budapest,19.040833333,47.498333333,116796857,NA
GOTH Sándor,1,https://www.wikidata.org/wiki/Q16520190,NA,NA,férfi,1869-10-19,Pest,19.1,47.5,1946-09-07,Budapest,19.040833333,47.498333333,268274606,1056120053
GOZSDU Elek,3,https://www.wikidata.org/wiki/Q1027777,NA,NA,férfi,1849-11-28,Ercsi,18.891030555,47.249638888,1919-05-26,Temesvár,21.23,45.759722222,52610012,123939275
GRAGGER Róbert,2,NA,NA,"RESOLVE szerkeszto, nem szerzo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GREGUSS Ágost,16,https://www.wikidata.org/wiki/Q246354,NA,NA,férfi,1825-04-27,Eperjes,21.233333333,49,1882-12-13,Budapest,19.040833333,47.498333333,35353061,123017904
GULÁCSY Irén (Pálffyné),8,https://www.wikidata.org/wiki/Q920435,NA,NA,nő,1894-09-09,Szeged,20.166666666,46.25,1945-01-02,Budapest,19.040833333,47.498333333,15182160,1089269706
GULYÁS Pál,19,https://www.wikidata.org/wiki/Q1028690,NA,NA,férfi,1899-10-27,Debrecen,21.639166666,47.53,1944-05-13,Debrecen,21.639166666,47.53,67265840,NA
GUTAI Magda,5,https://www.wikidata.org/wiki/Q16520112,NA,NA,nő,1942-03-16,Eger,20.374722222,47.898888888,2013-02-24,NA,NA,NA,13626208,NA
GVADÁNYI József,4,https://www.wikidata.org/wiki/Q1029055,NA,NA,férfi,1725-10-16,Rudabánya,20.62085,48.375038888,1801-12-21,Szakolca,17.226388888,48.843611111,27057488,105515552X
GYAGYOVSZKY Emil,4,https://www.wikidata.org/wiki/Q1029075,NA,NA,férfi,1881-01-07,Budapest,19.040833333,47.498333333,1961-05-16,Budapest,19.040833333,47.498333333,121422557,NA
GYALLAY Domokos,2,https://www.wikidata.org/wiki/Q1029091,NA,NA,férfi,1880-08-04,Bencéd,25.174913,46.372981,1970-04-11,Budapest,19.040833333,47.498333333,43663418,1055110933
GYALUI Farkas,4,https://www.wikidata.org/wiki/Q1029103,NA,NA,férfi,1866-11-24,Gyalu,23.383333333,46.75,1952-04-17,Kolozsvár,23.559444444,46.78,29526616,1050020693
GYÁRFÁS Endre,1,https://www.wikidata.org/wiki/Q1029973,NA,NA,NA,1936-05-06,Szeged,NA,NA,NA,NA,NA,NA,NA,NA
GYÁRFÁS Miklós,16,https://www.wikidata.org/wiki/Q1029991,NA,NA,férfi,1915-12-06,Győr,17.634444444,47.684166666,1992-10-03,Budapest,19.040833333,47.498333333,66584535,NA
GYARMATHY Erzsébet,1,NA,1919-1949,"PUBLDATA ALIVE 1949 az utolso publ datum Gulyasban, nem halalozas. Gulyas szerint TOBB VERSE mejelent franciaul",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYARMATI Erzsébet,2,NA,NA,"RESOLVE Gulyas szerint Gyarmathy helyesen Gyarmati Erzsebet, osszevonni elozovel.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYARMATI Ferenc,1,https://www.wikidata.org/wiki/Q1029221,NA,NA,férfi,1894-04-02,Körösbánya,22.713383,46.173703,1980-07-12,Déva,22.911666666,45.871944444,121534728,NA
GYÖKÖSSY Endre,1,https://www.wikidata.org/wiki/Q1030220,NA,"verseket mindkét Gyökössy Endre irt, de ez a valószinűbb.",férfi,1913-02-17,Rákospalota,19.116667,47.5625,1997-11-20,Budapest,19.040833333,47.498333333,75182591,109080136X
GYOMAI Imre,2,NA,1894-1945,"PUBLDATA ALIVE (utóbbi dátum utolsó publ Gulyásban) RESOLVE nincs nyoma a magyar eredetinek, Gulyás sem tud róla, Demeter sans trad-ként tünteti fel. Törlendő?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYÖNGYÖSI István,11,https://www.wikidata.org/wiki/Q856701,NA,NA,férfi,1629-08-25,Ungvár,22.295,48.623888888,1704-07-24,Csetnek,20.36666667,48.66666667,49218191,118925733
GYÖNGYÖSY Nándor,1,NA,1890-1948,"ALIVE utolsó dátum nem halál, Gulyásban",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYÓNI Géza,65,https://www.wikidata.org/wiki/Q220273,NA,NA,férfi,1884-06-25,Gyón,19.351015,47.180936,1917-06-25,Krasznojarszk,92.866666666,56.016666666,65064625,128643676
GYÖRE Imre,16,https://www.wikidata.org/wiki/Q1030399,NA,NA,férfi,1934-12-02,Keszthely,17.24628,46.7675,2009-10-27,Budapest,19.040833333,47.498333333,12711366,NA
GYÖRFFY Gyula,2,NA,NA,NA Gulyás ilyen nevű szerzői nem passzolnak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYÖRGY István,2,https://www.wikidata.org/wiki/Q1030432,NA,NA,férfi,1912-08-13,Budapest,19.040833333,47.498333333,1977-01-01,Budapest,19.040833333,47.498333333,57738602,NA
GYÖRGY Máté,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYÖRGY Oszkár,1,https://www.wikidata.org/wiki/Q18175703,NA,NA,férfi,1882-12-27,Budapest,19.040833333,47.498333333,1944-01-01,Auschwitzi koncentrációs tábor,19.2041,50.0262,121513190,NA
GYŐRI Dezső,4,https://www.wikidata.org/wiki/Q20435139,NA,NA,férfi,1908-01-06,NA,NA,NA,1979-08-26,NA,NA,NA,96691923,NA
GYŐRI Ernő,2,https://www.wikidata.org/wiki/Q1030675,NA,NA,férfi,1893-01-01,Budapest,19.040833333,47.498333333,2000-01-01,NA,NA,NA,NA,NA
GYŐRI György,1,NA,1949-1950,PUBLDATA Gulyás,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYŐRI Imre,1,NA,NA,RESOLVE már nincs a Demeter.csv-ben.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYŐRI M.,3,NA,NA,RESOLVE már nics a demeter.csv-ben,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYŐRI Vilmos,10,https://www.wikidata.org/wiki/Q163250,NA,NA,férfi,1838-01-07,Győr,17.634444444,47.684166666,1885-04-14,Budapest,19.040833333,47.498333333,85931197,1222198193
GYÖRKÉNYI I.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GYŐRY Dezső,6,https://www.wikidata.org/wiki/Q16520165,NA,NA,férfi,1900-03-18,Rimaszombat,20.019963888,48.381430555,1974-02-01,Budapest,19.040833333,47.498333333,24153342,NA
GYULAI Pál,107,https://www.wikidata.org/wiki/Q898398,NA,NA,férfi,1826-01-25,Kolozsvár,23.559444444,46.78,1909-11-09,Budapest,19.040833333,47.498333333,59092543,11928989X
GYURÁTZ Ferenc,2,https://www.wikidata.org/wiki/Q47514749,NA,NA,férfi,1841-01-01,NA,NA,NA,1925-05-03,NA,NA,NA,NA,NA
GYURKÓ László,3,https://www.wikidata.org/wiki/Q1029942,NA,NA,férfi,1930-04-22,Budapest,19.040833333,47.498333333,2007-08-25,Budapest,19.040833333,47.498333333,93326557,1031542361
GYURKOVICS Tibor,2,https://www.wikidata.org/wiki/Q1029926,NA,NA,férfi,1931-12-18,Budapest,19.040833333,47.498333333,2008-11-16,Budapest,19.040833333,47.498333333,73982573,121936996
HADIK Etelka,1,NA,1909-1944,ALIVE utolsó dátum Gulyás nem halál,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAJAS Tibor,4,https://www.wikidata.org/wiki/Q1032589,NA,wow,férfi,1946-08-03,Budapest,19.040833333,47.498333333,1980-07-27,Szeged,20.166666666,46.25,47173542,NA
HAJNAL Anna,27,https://www.wikidata.org/wiki/Q1032710,NA,NA,nő,1907-02-01,Gyepűfüzes,16.357222222,47.173611111,1977-09-06,Budapest,19.040833333,47.498333333,88517210,NA
HAJNAL Gábor,10,https://www.wikidata.org/wiki/Q175809,NA,NA,férfi,1912-10-04,Gyepűfüzes,16.357222222,47.173611111,1987-01-26,Budapest,19.040833333,47.498333333,15177677,1146174764
HAJNAL László,1,https://www.wikidata.org/wiki/Q1032724,NA,NA,férfi,1902-12-31,Békéscsaba,21.083333333,46.683333333,1943-01-01,Budapest,19.040833333,47.498333333,121535169,NA
HAJNIK Miklós,1,NA,1889-1939,ALIVE utolsó dátum Gulyás nem halál,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HALASI Mária,12,https://www.wikidata.org/wiki/Q1032855,NA,NA,nő,1931-05-05,Budapest,19.040833333,47.498333333,1978-04-30,NA,NA,NA,85448272,NA
HALÁSZ Imre,1,https://www.wikidata.org/wiki/Q1033259,NA,NA,férfi,1841-10-12,Kolta,18.416667,48.016667,1918-03-07,Budapest,19.040833333,47.498333333,121368163,NA
HALLAMA Erzsébet,1,https://www.wikidata.org/wiki/Q1032950,NA,NA,nő,1937-01-05,Kispest,19.1478,47.4522,1991-06-01,Pécs,18.233055555,46.070833333,121369483,NA
HALLÓSSY Mártha,1,NA,1897-1947,ALIVE utolsó dátum Gulyás nem halál,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HALMOS Ferenc,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HALMOS Pál,1,NA,NA,"NA RESOLVE szöveg forditó nélkül, ráadásul nem is irodalom: A Study in the Theory and Practice of Social Case Work and Psychotherapy.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HAMBURGER Jenő,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HÁMORI László,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HÁMORI Ottó,2,https://www.wikidata.org/wiki/Q1056974,NA,NA,férfi,1928-10-21,Budapest,19.040833333,47.498333333,1983-12-13,Budapest,19.040833333,47.498333333,306153745,NA
HÁMOS György,1,https://www.wikidata.org/wiki/Q31214,NA,NA,férfi,1910-06-01,Budapest,19.040833333,47.498333333,1976-01-09,Budapest,19.040833333,47.498333333,236892240,NA
HAMVAS József,1,https://www.wikidata.org/wiki/Q1033447,NA,NA,férfi,1871-05-13,Győr,17.634444444,47.684166666,1948-08-16,Budapest,19.040833333,47.498333333,97884317,NA
HAPŠUDA Ignác,1,NA,NA,RESOLVE nincs már a demeterben,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HÁRAI Ferenc,1,NA,1923-,mokka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARANGINÉ Juhász Antónia,1,NA,1956,PUBLDATA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HARLEZ C. de,1,NA,NA,RESOLVE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HÁRS György,2,https://www.wikidata.org/wiki/Q16520583,NA,NA,férfi,1937-07-26,NA,NA,NA,2016-10-23,NA,NA,NA,47185098,NA
HÁRS László,4,https://www.wikidata.org/wiki/Q16520585,NA,NA,férfi,1911-05-07,Budapest VI. kerülete,19.06583,47.50369,1978-03-19,Budapest,19.040833333,47.498333333,50807864,NA
HARSÁNYI Gréte,1,https://www.wikidata.org/wiki/Q61942825,NA,NA,nő,1897-01-07,Eger,20.374722222,47.898888888,1973-10-23,Budapest,19.040833333,47.498333333,163973149,NA
HARSÁNYI Kálmán,7,https://www.wikidata.org/wiki/Q1034171,NA,NA,férfi,1876-12-11,Mezőkövesd,20.564722222,47.806666666,1929-05-31,Budapest,19.040833333,47.498333333,61288996,NA
HARSÁNYI Lajos,8,https://www.wikidata.org/wiki/Q1034174,NA,NA,férfi,1883-09-29,Nagyigmánd,18.055688888,47.632530555,1959-11-02,Győr,17.634444444,47.684166666,46829445,NA
HARSÁNYI Zsolt,100,https://www.wikidata.org/wiki/Q227349,NA,NA,férfi,1887-01-27,Korompa,20.874444444,48.916666666,1943-11-29,Budapest VII. kerülete,19.066666666,47.5,76335271,118173944
HATÁR Győző,4,https://www.wikidata.org/wiki/Q1034388,NA,NA,férfi,1914-11-13,Gyoma,20.8275935,46.9337247,2006-11-27,London,-0.1275,51.507222222,76316864,11940382X
HATVANY Lajos,12,https://www.wikidata.org/wiki/Q538264,NA,NA,férfi,1880-10-28,Budapest,19.040833333,47.498333333,1961-01-12,Budapest,19.040833333,47.498333333,49278609,119336634
HATVANY Lilly,2,https://www.wikidata.org/wiki/Q1034385,NA,NA,nő,1890-03-23,Hatvan,19.669722222,47.668055555,1967-11-12,New York,-73.94,40.67,266413278,NA
HAVAS István,5,https://www.wikidata.org/wiki/Q20435360,NA,NA,férfi,1873-03-12,Csárad,18.5090722,48.3589722,1952-11-01,NA,NA,NA,262538357,NA
HÁY Gyula,59,https://www.wikidata.org/wiki/Q856687,NA,NA,férfi,1900-05-05,Abony,20.005277777,47.189166666,1975-05-07,Ascona,8.766666666,46.15,113873107,118547313
HEGEDÜS Ádám,7,NA,1906-1955,"RESOLVE -- törlendő szerző, nem forditások",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEGEDŰS Géza,13,https://www.wikidata.org/wiki/Q1034759,NA,NA,férfi,1912-05-14,Budapest,19.040833333,47.498333333,1999-04-09,Budapest,19.040833333,47.498333333,116079854,119028786
HEGEDÜS Roland,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEGEDÜS Sándor,9,https://www.wikidata.org/wiki/Q638359,NA,NA,férfi,1875-08-21,Budapest,19.040833333,47.498333333,1953-02-24,Budapest,19.040833333,47.498333333,53581482093121e8,NA
"HEGEDÜS Sándor, ifj.",1,NA,NA,RESOLVE szerzőt összevonni Hegedűs Sándorral,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEGEDÜS Zoltán,2,NA,1912-1989,mokka,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEGYI Endre,2,https://www.wikidata.org/wiki/Q1034911,NA,NA,férfi,1916-04-09,Nagymajtény,22.658844,47.675288,1995-07-14,Budapest,19.040833333,47.498333333,58278568,NA
HELFY Ignác,1,https://www.wikidata.org/wiki/Q1035102,NA,NA,férfi,1830-03-15,Szamosújvár,23.9,47.02,1897-10-11,Budapest,19.040833333,47.498333333,121490206,NA
HELTAI Gáspár,4,https://www.wikidata.org/wiki/Q541082,NA,NA,férfi,1510-01-01,Nagydisznód,24.150833333,45.712777777,1574-01-01,Kolozsvár,23.559444444,46.78,169548510,100292135
Heltai Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HELTAI Jenő,181,https://www.wikidata.org/wiki/Q853226,NA,NA,férfi,1871-08-11,Budapest,19.040833333,47.498333333,1957-09-03,Budapest,19.040833333,47.498333333,102376569,121217477
HELVEY Lajos,3,NA,1877-1940,"ALIVE Gulyásból, nem halál a vége",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HERCEG János,25,https://www.wikidata.org/wiki/Q20438224,NA,NA,férfi,1909-05-11,Zombor,19.12,45.78,1995-01-29,Zombor,19.12,45.78,3282201,NA
HERCZEG Ferenc,340,https://www.wikidata.org/wiki/Q701640,NA,NA,férfi,1863-09-22,Versec,21.298611111,45.120555555,1954-02-24,Budapest,19.040833333,47.498333333,55013830,121829855
HERCZEG Géza,1,https://www.wikidata.org/wiki/Q1559075,NA,NA,férfi,1888-03-01,Nagykanizsa,16.9975,46.455833333,1954-02-19,Róma,12.482777777,41.893055555,100320964,126396280
HERNÁDI Gyula,16,https://www.wikidata.org/wiki/Q715147,NA,NA,férfi,1926-08-23,Oroszvár,17.14777778,48.05361111,2005-07-20,Budapest,19.040833333,47.498333333,2483761,118931636
HERVAY Gizella,3,https://www.wikidata.org/wiki/Q1035771,NA,NA,nő,1934-10-10,Makó,20.478888888,46.22,1982-07-02,Budapest,19.040833333,47.498333333,70538428,NA
HETÉNYI E. dr.,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HEVES Ferenc,1,https://www.wikidata.org/wiki/Q1036013,NA,NA,férfi,1903-08-04,Máramarossziget,23.894694444,47.930944444,1973-08-26,Konstanca,28.638333333,44.173333333,79263918,NA
HEVESI József,1,https://www.wikidata.org/wiki/Q1036033,NA,NA,férfi,1857-03-15,Fegyvernek,20.533333,47.266667,1929-01-20,Budapest I. kerülete,19.0354,47.5026,121495423,NA
HEVESI Lajos,6,https://www.wikidata.org/wiki/Q86534,NA,NA,férfi,1843-12-20,Heves,20.283333333,47.6,1910-02-27,Bécs,16.373064,48.20833,25362871,11678508X
HEVESY Andor,3,NA,NA,"RESOLVE nem magyarul irt, kivenni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HIDAS Antal,754,https://www.wikidata.org/wiki/Q1036137,NA,NA,férfi,1899-12-18,Gödöllő,19.366666666,47.6,1980-01-22,Budapest,19.040833333,47.498333333,62480960,124422594
HOLLÓ Ernő,1,https://www.wikidata.org/wiki/Q1037806,NA,NA,férfi,1910-01-05,Gyergyószentmiklós,25.59,46.72,1983-01-21,Sepsiszentgyörgy,25.7875,45.863611111,164962916,NA
HOLLÓS KORVIN Lajos,7,https://www.wikidata.org/wiki/Q1037874,NA,NA,férfi,1905-12-08,Budapest,19.040833333,47.498333333,1971-03-27,Budapest,19.040833333,47.498333333,60404339,NA
HORGAS Béla,2,https://www.wikidata.org/wiki/Q1055092,NA,NA,férfi,1937-11-29,Homokszentgyörgy,17.5756,46.117769444,2018-05-05,Budapest,19.040833333,47.498333333,69346264,NA
HORVÁT Henrik,1,NA,NA,RESOLVE kiesett,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH Ádám,2,NA,NA,RESOLVE átnevezve Pálóczi Horváthra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH András,1,NA,1778-1839,Szinnyei; az összes közül ez a legvalószinűbb,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH Attila,2,https://www.wikidata.org/wiki/Q1055378,NA,NA,NA,1952-01-04,Budapest,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH Béla,9,https://www.wikidata.org/wiki/Q1055391,NA,NA,férfi,1908-05-25,Budapest,19.040833333,47.498333333,1975-11-28,Budapest,19.040833333,47.498333333,121467738,NA
HORVÁTH Etel,1,NA,NA,"NA (szereplő mű létezik, valóban ez a név, és magyarból forditottként jelent meg)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH H. Ferdinánd,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH Imre,12,https://www.wikidata.org/wiki/Q12349222,NA,NA,férfi,1906-11-04,Margitta,22.333333333,47.35,1993-04-11,Nagyvárad,21.921111111,47.072222222,65533497,1166567605
HORVÁTH István,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH Janka,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH József,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH Ödön,6,https://www.wikidata.org/wiki/Q84455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH Zoltán Géza,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HORVÁTH Zsóka,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUBAY Jenő,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUBAY Miklós,11,https://www.wikidata.org/wiki/Q277639,NA,NA,férfi,1918-04-03,Nagyvárad,21.921111111,47.072222222,2011-05-07,Budapest,19.040833333,47.498333333,14771391,1058623206
HUBER János,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUNYADY József,6,https://www.wikidata.org/wiki/Q25468615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUNYADY Sándor,35,https://www.wikidata.org/wiki/Q1056533,NA,NA,férfi,1890-08-15,Kolozsvár,23.559444444,46.78,1942-10-10,Budapest,19.040833333,47.498333333,44340816,NA
HUSZÁHR Owe,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUSZÁR Jolán,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUSZÁR Sándor,16,https://www.wikidata.org/wiki/Q1056633,NA,NA,férfi,1929-04-15,Kolozsvár,23.559444444,46.78,2005-12-13,Békéscsaba,21.083333333,46.683333333,32409635,NA
IGAZY János (pseud.),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGNÁCZ Rózsa,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IGNOTUS (Hugo Veigelsberg),20,https://www.wikidata.org/wiki/Q216148,NA,NA,férfi,1869-11-02,Pest,19.1,47.5,1949-08-03,Budapest,19.040833333,47.498333333,4134722,117124869
IJJAS Antal,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ILIEŞIU, Justin",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILKU Pál,2,https://www.wikidata.org/wiki/Q979885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILLÉS Béla,496,https://www.wikidata.org/wiki/Q374605,NA,NA,férfi,1895-03-22,Kassa,21.25,48.716666666,1974-01-05,Budapest,19.040833333,47.498333333,79285160,118708724
ILLÉS Endre,37,https://www.wikidata.org/wiki/Q1096476,NA,NA,férfi,1902-06-04,Csütörtökhely,20.467777777,49.001944444,1986-07-25,Budapest,19.040833333,47.498333333,2597713,118863827
ILLÉS Sándor,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILLÉSY György,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ILLYÉS Gyula,1183,https://www.wikidata.org/wiki/Q381107,NA,NA,férfi,1902-11-02,Sárszentlőrinc,18.605,46.624,1983-04-15,Budapest,19.040833333,47.498333333,54267844,118708740
